kepid	koi_period	koi_time0bk	koi_duration	koi_depth	koi_ror	koi_prad	koi_quarters	koi_disposition
10289119	16.104745030	135.0118600	5.71200	1.2410e+02	0.010181	3.21	11111101110111011000000000000000	CONFIRMED
7382313	7.426973780	133.0990000	3.20600	2.0520e+02	0.013086	1.40	11111111111111111000000000000000	CONFIRMED
8544992	3.173230120	133.6997900	1.90940	2.0450e+02	0.012708	0.88	11111111111111111000000000000000	CONFIRMED
8544992	13.297069500	140.9460600	3.28300	2.1970e+02	0.013131	0.91	11111111111111111000000000000000	CONFIRMED
11295426	5.398752862	173.8586660	3.43030	3.4650e+02	0.016900	2.21	11111111111111111000000000000000	CONFIRMED
12306058	7.416830330	137.9638900	7.27400	7.2600e+01	0.009246	3.36	11111111111111111000000000000000	CONFIRMED
6183511	0.727331746	132.3700700	0.83230	3.5740e+02	0.017336	0.67	11110111011101110000000000000000	CONFIRMED
12469800	1.302017467	131.9369600	1.36920	2.9050e+02	0.015357	1.37	11111111111111111000000000000000	CONFIRMED
4915638	8.630500920	139.5743800	3.14400	3.2580e+02	0.017113	1.43	01111111111111111000000000000000	CONFIRMED
8081905	3.276457230	131.9792400	2.21900	3.2300e+02	0.016307	1.71	00011111111111111000000000000000	CONFIRMED
11465950	16.057329100	132.3905400	3.54600	5.7500e+02	0.025772	2.27	11111111111111111000000000000000	CONFIRMED
4665571	4.603002560	133.2231300	2.68480	3.0250e+02	0.015352	1.32	11111011101110111000000000000000	CONFIRMED
9269042	12.000896670	142.0418200	3.26600	4.2070e+02	0.019481	1.47	11111111111111111000000000000000	CONFIRMED
11461433	1.916940872	132.4673400	1.42430	1.0510e+02	0.009377	0.89	11111111111111111000000000000000	CONFIRMED
11818607	5.056613020	134.3964800	3.92600	1.3790e+02	0.011230	1.15	11111111111111111000000000000000	CONFIRMED
8380709	24.334493900	147.4189200	6.55700	3.2310e+02	0.016460	1.74	11111111111111111000000000000000	CONFIRMED
6149910	131.187921000	172.3923000	6.90500	9.1590e+02	0.026732	2.34	11111111111111111000000000000000	CONFIRMED
5436013	25.885939700	157.0432900	4.54800	2.1710e+02	0.016887	1.66	11111111111111111000000000000000	CONFIRMED
8676148	28.625350200	158.1182700	4.55100	6.5270e+02	0.023158	2.38	01111111111111111000000000000000	CONFIRMED
9696358	6.981413270	132.7883000	6.52700	3.8000e+01	0.006012	1.42	11111111111111111000000000000000	CONFIRMED
4484336	8.943377240	137.3023400	2.46900	2.1510e+02	0.013531	1.48	11111011101110111000000000000000	CONFIRMED
9757613	12.282998287	170.3980900	2.70960	2.7947e+03	0.048233	2.83	11111111111111111000000000000000	CONFIRMED
10916600	5.576547820	136.4266800	3.67300	5.3600e+01	0.006836	0.92	11111111111111111000000000000000	CONFIRMED
8429314	115.686339200	246.9866600	4.65000	9.4590e+02	0.028036	3.52	00011111111111111000000000000000	CONFIRMED
9153570	3.813714230	132.5746500	1.97300	2.8100e+02	0.015334	1.37	11111111111111111000000000000000	CONFIRMED
11768142	38.097071700	140.0035300	4.30700	9.1330e+02	0.036450	1.58	11111111111111111000000000000000	CONFIRMED
8481129	16.301272700	133.7944600	3.97400	2.5950e+02	0.017701	1.54	11111111111111111000000000000000	CONFIRMED
2142522	13.323540780	134.0367100	3.87300	1.1660e+02	0.009905	1.32	11111111111111111000000000000000	CONFIRMED
9395719	2.607545159	131.8345300	1.39160	3.5150e+02	0.017257	2.07	11111111111111111000000000000000	CONFIRMED
8753896	3.244175410	132.9401400	1.99200	3.7190e+02	0.019378	1.84	00011111111111111000000000000000	CONFIRMED
11295426	9.605059760	136.3786300	3.00630	5.5000e+01	0.006981	0.91	11111111111111111000000000000000	CONFIRMED
8757824	3.656909090	134.9526900	2.06400	1.0740e+02	0.009517	1.32	11111111111111111000000000000000	CONFIRMED
9832208	88.071276900	214.5130400	6.75800	8.8540e+02	0.026801	2.40	11111111111111111000000000000000	CONFIRMED
6124512	8.383957960	134.4140800	5.20000	1.0850e+02	0.011390	3.24	11111111111111111000000000000000	CONFIRMED
10070468	1.681890510	133.0795100	2.99200	8.3200e+01	0.008447	1.27	11111111111111111000000000000000	CONFIRMED
7584650	44.997760400	160.2298000	9.68600	1.7020e+02	0.014766	1.59	11111111111111111000000000000000	CONFIRMED
11337566	7.128151630	136.8800600	5.52200	4.5900e+01	0.006237	1.36	11111110111011101000000000000000	CONFIRMED
5007345	7.010742950	138.4027000	2.17870	2.2280e+02	0.013898	3.76	11111111111111111000000000000000	CONFIRMED
12120484	17.292263100	135.7544800	7.04200	2.0310e+02	0.015049	2.13	11111111111111111000000000000000	CONFIRMED
6429812	94.289223000	166.5082600	4.10200	5.0540e+02	0.021415	2.11	11111111111111111000000000000000	CONFIRMED
6846911	14.026346920	135.1753900	1.28080	4.0360e+02	0.021529	2.66	11111111111111111000000000000000	CONFIRMED
5963582	25.543370400	140.5870500	8.56700	1.3860e+02	0.010853	2.11	11111111111111111000000000000000	CONFIRMED
11403389	45.090920100	133.5514600	4.60500	4.3630e+02	0.024803	2.44	11111111111111111000000000000000	CONFIRMED
9851662	15.053988600	135.5332900	4.42200	2.2150e+02	0.016079	1.44	11111101110111011000000000000000	CONFIRMED
8758204	159.388788000	226.9313000	8.43200	1.0330e+03	0.028604	2.73	11111111111111111000000000000000	CONFIRMED
8733898	1.565412613	132.9128100	0.75720	2.7546e+03	0.048437	1.73	00000010000111111000000000000000	CONFIRMED
8733898	5.148923460	133.3197100	0.96130	2.3550e+03	0.048149	1.72	00000010000111111000000000000000	CONFIRMED
10332213	2.522590567	131.6453400	1.40600	2.1020e+02	0.274887	25.82	11111111111111111000000000000000	CONFIRMED
7090524	6.739682890	132.2929600	4.18300	1.4200e+02	0.011491	1.48	11111111111111111000000000000000	CONFIRMED
11133306	41.745988550	210.3991510	4.61250	4.2180e+02	0.018741	2.40	11111111111111111000000000000000	CONFIRMED
5871985	213.258526000	268.1342400	7.76800	1.9923e+03	0.039058	2.72	11111111111111111000000000000000	CONFIRMED
8292840	100.283067500	245.0431800	10.86360	3.5120e+02	0.017719	2.51	11111111111111111000000000000000	CONFIRMED
9730163	4.871223664	133.6425500	1.59160	6.4620e+03	0.079431	1.56	00000101100111011000000000000000	CONFIRMED
9730163	2.984157711	133.1190800	1.26370	2.5980e+03	0.046896	0.92	00000101100111011000000000000000	CONFIRMED
11453592	2.886762400	131.6659200	0.98790	6.3180e+02	0.029146	1.24	00000111100111111000000000000000	CONFIRMED
10591855	1.574090323	131.8611600	1.57960	2.2490e+02	0.013129	0.93	11111111111111111000000000000000	CONFIRMED
7749773	13.787262700	144.7740300	5.74700	7.5100e+01	0.009753	1.55	11111111111111111000000000000000	CONFIRMED
9451706	14.435945900	141.5125300	3.41400	1.0730e+02	0.009895	1.46	11111111111111111000000000000000	CONFIRMED
10064256	5.959586370	135.0082200	2.89900	1.3310e+02	0.010427	1.02	11111111111111111000000000000000	CONFIRMED
7609553	2.279523364	133.3576000	1.62020	1.2680e+02	0.010043	0.87	11111111111111111000000000000000	CONFIRMED
10122538	12.285471800	131.9007300	2.99600	1.6171e+03	0.035947	2.21	00000001000111111000000000000000	CONFIRMED
10122538	5.536093680	131.8828600	2.29420	1.2233e+03	0.035793	2.20	00000001000111111000000000000000	CONFIRMED
5480640	58.033742600	138.7412000	5.58400	8.0710e+02	0.025518	3.21	11111111111111111000000000000000	CONFIRMED
5480640	14.425263500	136.7560800	3.75400	2.2120e+02	0.013363	1.68	11111111111111111000000000000000	CONFIRMED
5480640	26.675781800	149.9952700	2.69600	4.7480e+02	0.021384	2.69	11111111111111111000000000000000	CONFIRMED
5175986	0.868386354	132.0674100	1.06600	4.8850e+02	0.019749	1.52	01111111111111111000000000000000	CONFIRMED
9008737	11.828884300	137.6991000	3.33700	1.9100e+02	0.012612	1.18		CONFIRMED
9008737	14.751203400	137.1559000	1.25000	2.6110e+02	0.017404	1.63		CONFIRMED
6521045	6.887070730	133.1779700	4.46790	6.8700e+01	0.008082	1.30	11111111111111111000000000000000	CONFIRMED
6294819	0.675650404	131.6811400	1.82610	2.0070e+02	0.012949	1.36	00011111111111111000000000000000	CONFIRMED
11401755	16.231917040	171.6775800	7.46100	5.0160e+02	0.020452	3.54	11111111111111111000000000000000	CONFIRMED
8292840	21.869657140	140.2951300	5.51770	1.2550e+02	0.010630	1.51	11111111111111111000000000000000	CONFIRMED
5272233	9.024364140	133.5419900	3.01100	2.1460e+02	0.013340	1.62	11111111111111111000000000000000	CONFIRMED
5272233	17.340873500	138.9669400	3.39800	1.5900e+02	0.011797	1.43	11111111111111111000000000000000	CONFIRMED
5688910	25.873091400	143.2864400	5.08500	6.9440e+02	0.024151	2.88	11100000000101110000000000000000	CONFIRMED
6345732	20.264202300	135.2791900	4.66400	1.8530e+02	0.015063	2.12	11110111011101110000000000000000	CONFIRMED
6345732	7.441361020	137.7469500	4.55400	7.9700e+01	0.009401	1.33	11110111011101110000000000000000	CONFIRMED
8611257	99.253233600	148.5306700	7.20800	5.3800e+02	0.027854	2.17	11111111111111111000000000000000	CONFIRMED
10880507	6.480213800	132.8598000	3.27000	1.4200e+02	0.011743	1.26	11111101110111011000000000000000	CONFIRMED
12206313	14.383226700	140.5764800	8.37800	1.7850e+02	0.013044	1.84	11111111111111111000000000000000	CONFIRMED
12206313	47.318663100	170.0603500	10.46500	2.6340e+02	0.014906	2.10	11111111111111111000000000000000	CONFIRMED
9837661	11.128274270	139.5441700	2.61180	6.0570e+03	0.073529	4.04	00000100010111111000000000000000	CONFIRMED
7769819	2.215712960	131.8210700	1.82110	2.8510e+02	0.017229	1.70	00011111111111111000000000000000	CONFIRMED
11874577	34.458549500	147.8249300	7.43400	4.3100e+02	0.019948	1.88	11111111111111111000000000000000	CONFIRMED
12164564	3.351840410	131.6444100	1.98550	3.4530e+02	0.017094	1.88	01111111111111111000000000000000	CONFIRMED
10397751	3.446212500	132.2289400	2.10100	8.3500e+01	0.008944	0.70	11111111111111111000000000000000	CONFIRMED
10397751	2.005414293	133.2452600	1.93400	5.9500e+01	0.008216	0.65	11111111111111111000000000000000	CONFIRMED
9642292	15.140891600	143.7458400	4.35900	4.7680e+02	0.019976	1.93	00011111111111111000000000000000	CONFIRMED
6356692	11.391695310	141.5598300	5.00000	5.1000e+01	0.007494	1.02	11111111111111111000000000000000	CONFIRMED
4991208	2.443585430	132.8019400	1.85200	5.9100e+01	0.007015	0.67	11110111011101110000000000000000	CONFIRMED
9837661	2.226496196	133.3719500	1.70730	1.8391e+03	0.038292	2.10	00000100010111111000000000000000	CONFIRMED
9837661	5.720845990	134.6657600	2.74400	1.3160e+03	0.032418	1.78	00000100010111111000000000000000	CONFIRMED
9092504	0.962864171	132.1254800	1.68020	3.0350e+02	0.017264	1.52	01111111111111111000000000000000	CONFIRMED
5383248	16.238477330	171.0195640	3.96990	6.4670e+02	0.025459	2.76	11111111111111111000000000000000	CONFIRMED
9092504	6.460047280	135.9677900	1.97900	3.9420e+02	0.020507	1.80	01111111111111111000000000000000	CONFIRMED
10001368	4.768310330	134.8611600	3.23630	2.5180e+02	0.014616	1.78	00000100010111111000000000000000	CONFIRMED
9466429	44.616751000	164.4523800	7.83100	2.3970e+02	0.014887	2.31	11111111111111111000000000000000	CONFIRMED
8885643	3.401656170	132.0619500	1.96170	1.5590e+02	0.013564	1.34	11111111111111111000000000000000	CONFIRMED
5652893	14.009486310	132.9694700	3.39900	1.6990e+02	0.011757	0.98	11111111111111111000000000000000	CONFIRMED
8681833	1.311558909	131.5328300	1.91900	1.4130e+02	0.010897	1.15	11111111111111111000000000000000	CONFIRMED
4138951	1.291233083	131.9910500	1.85500	6.6000e+01	0.007518	0.89	11111111111111111000000000000000	CONFIRMED
3102384	10.573751447	175.0677390	1.72590	2.9890e+02	0.017524	2.07	11111111111111111000000000000000	CONFIRMED
10471515	3.784750700	133.5078500	2.92400	3.3500e+01	0.005280	0.70	11111111111111111000000000000000	CONFIRMED
8760040	18.220602400	141.3760700	5.10900	2.0180e+02	0.012951	1.78	11111111111111111000000000000000	CONFIRMED
10098844	47.449713400	173.4565000	10.67500	2.0640e+02	0.013113	1.61	11111101110111011000000000000000	CONFIRMED
9467404	0.929906166	132.2512600	1.74300	1.0870e+02	0.009563	1.48	11111111111111111000000000000000	CONFIRMED
5184911	4.115855140	134.1172600	1.48580	4.2580e+02	0.021440	1.93	11111111111111111000000000000000	CONFIRMED
6587105	33.878639000	160.2186900	6.19400	7.0010e+02	0.030037	3.52	11110111011101110000000000000000	CONFIRMED
11662184	27.572214400	145.3954300	5.25600	2.9630e+02	0.016268	1.94	11111111111111111000000000000000	CONFIRMED
11127479	2.128216210	132.4805500	3.14600	2.5900e+01	0.004636	0.70	11111110111011101000000000000000	CONFIRMED
8884274	10.652750540	136.0899400	2.68400	7.4070e+02	0.024669	2.20	00011111111111111000000000000000	CONFIRMED
7767162	3.300408180	133.5672300	4.46200	9.8800e+01	0.009123	1.43	01110111011111111000000000000000	CONFIRMED
4385148	24.275899200	152.4313300	4.59000	7.0220e+02	0.024621	2.25	00011011101110111000000000000000	CONFIRMED
9838468	54.409961200	175.4030700	9.31400	1.9300e+02	0.012628	1.56	11111111111111111000000000000000	CONFIRMED
8617363	19.947527410	144.2469000	1.75600	8.6130e+02	0.026742	2.52	11111111111111111000000000000000	CONFIRMED
11401755	13.849845670	141.6491400	7.27830	8.4600e+01	0.008397	1.45	11111111111111111000000000000000	CONFIRMED
7673192	6.124797730	134.9380300	3.46600	1.2930e+02	0.011473	1.51	11111111111111111000000000000000	CONFIRMED
7673192	11.242848150	136.3208400	4.24100	1.3600e+02	0.010988	1.44	11111111111111111000000000000000	CONFIRMED
7673192	4.028770970	133.7677400	3.17300	1.0040e+02	0.009204	1.21	11111111111111111000000000000000	CONFIRMED
7673192	8.921143180	137.4907100	3.93300	1.1080e+02	0.009647	1.27	11111111111111111000000000000000	CONFIRMED
11807274	7.812858620	172.6138000	4.09800	1.1730e+02	0.009941	1.68	11111111111111111000000000000000	CONFIRMED
7670943	18.011649740	185.0916200	6.73670	1.0780e+02	0.011469	1.83	11111111111111111000000000000000	CONFIRMED
6697756	0.916142298	132.0222100	1.15550	9.8500e+01	0.008995	0.60	11111111111111111000000000000000	CONFIRMED
5905822	6.992050210	138.0514700	5.03700	3.3400e+01	0.006619	1.06	11111111111111111000000000000000	CONFIRMED
10793172	12.099906500	143.0442400	3.55800	1.6550e+02	0.011614	1.39	11111111111111111000000000000000	CONFIRMED
10793172	5.363750160	134.6501400	2.94000	1.1430e+02	0.009630	1.15	11111111111111111000000000000000	CONFIRMED
8801316	3.937667860	135.2772400	4.65500	2.4300e+01	0.004548	1.36	11111111111111111000000000000000	CONFIRMED
12314973	28.454890910	176.7062650	8.15930	1.4186e+03	0.035375	6.08	11111111111111111000000000000000	CONFIRMED
3346154	1.952711161	133.1609860	0.87200	4.0300e+02	0.024933	2.58	11111111111111111000000000000000	CONFIRMED
5775129	3.848221890	131.9185000	2.01300	2.0390e+02	0.013198	1.72	11110111011101110000000000000000	CONFIRMED
9898447	2.377524420	133.3985400	2.30700	3.2100e+01	0.005152	0.53	11111111111111111000000000000000	CONFIRMED
11135308	1.877878538	132.2613100	2.39000	4.7500e+01	0.006379	0.78	11111111111111111000000000000000	CONFIRMED
6521045	35.333193200	153.9824900	5.96600	9.9700e+01	0.009621	1.55	11111111111111111000000000000000	CONFIRMED
8077137	15.089641500	175.9537100	4.33490	7.7800e+01	0.008074	1.42	11111111111111111000000000000000	CONFIRMED
7019524	5.308739780	134.2506100	3.01800	1.2750e+02	0.010322	1.08	11111111111111111000000000000000	CONFIRMED
5106313	3.895242960	131.8592900	1.68900	1.8900e+02	0.012309	1.13	11111011101110111000000000000000	CONFIRMED
9825174	0.740926358	131.9116300	1.01630	1.9550e+02	0.012828	1.22	01111111111111111000000000000000	CONFIRMED
5980783	37.303319700	133.3072000	7.79300	5.5170e+02	0.025857	2.31	00011111111111111000000000000000	CONFIRMED
12008872	14.887766500	141.9543200	4.98100	2.5250e+02	0.016055	1.96	11111111111111111000000000000000	CONFIRMED
8415200	4.521586140	133.2180400	3.47020	1.0620e+02	0.009333	1.31	11111111111111111000000000000000	CONFIRMED
9886361	7.031462950	134.4525000	5.92200	8.5400e+01	0.008449	1.38	11111111111111111000000000000000	CONFIRMED
9886361	54.281194900	140.7163900	5.51700	1.4780e+02	0.012667	2.07	11111111111111111000000000000000	CONFIRMED
6528464	12.582298080	175.0212900	6.37500	1.1870e+02	0.009854	1.53	11111111111111111000000000000000	CONFIRMED
5209845	11.954018760	140.2622600	2.65600	8.5590e+02	0.029175	2.10	00011111111111111000000000000000	CONFIRMED
6129524	0.881842630	131.6886900	1.31170	2.4990e+02	0.014657	1.24	00011111111111111000000000000000	CONFIRMED
5794570	5.448321078	132.4908800	2.22130	5.2940e+02	0.021984	2.17	11111111111111111000000000000000	CONFIRMED
5794570	1.116127169	131.8498200	1.32350	1.0920e+02	0.010104	1.00	11111111111111111000000000000000	CONFIRMED
6779260	3.833087643	131.6348200	1.51000	4.6140e+02	0.024847	2.25	11111111111111111000000000000000	CONFIRMED
11807274	9.376637130	136.9531900	2.10330	1.1840e+02	0.011189	1.89	11111111111111111000000000000000	CONFIRMED
5953297	5.620061980	132.9538100	2.75100	1.9010e+02	0.017766	1.45	11111111111111111000000000000000	CONFIRMED
7659389	3.825900500	132.2016300	1.80570	8.5720e+02	0.035720	3.45	00011111111111111000000000000000	CONFIRMED
9472074	0.558841234	131.5799100	0.79180	2.8090e+02	0.015407	1.33	11111111111111111000000000000000	CONFIRMED
10842192	9.336481410	140.6789300	2.54490	8.8540e+02	0.033763	2.39	11111111111111111000000000000000	CONFIRMED
2442448	76.613944600	153.7930100	10.22000	4.9870e+02	0.023228	2.61	11111111111111111000000000000000	CONFIRMED
11283615	1.289590179	131.8905700	1.35410	2.8600e+02	0.015625	1.38	11111110111011101000000000000000	CONFIRMED
7605093	0.634003002	131.8947600	0.92070	3.1690e+02	0.016444	1.35	01010101010101010000000000000000	CONFIRMED
8077137	22.803025200	153.3754100	4.76800	6.2900e+01	0.007316	1.29	11111111111111111000000000000000	CONFIRMED
7463685	8.988261220	138.8373300	4.96000	1.6080e+02	0.014058	1.39	11111111111111111000000000000000	CONFIRMED
6878240	135.497825600	233.6923000	6.76900	5.0381e+03	0.072673	6.01	01111111111111111000000000000000	CONFIRMED
6878240	22.250850900	149.4332600	1.74500	6.1870e+02	0.025073	2.07	01111111111111111000000000000000	CONFIRMED
4831728	10.107737890	135.1032000	3.82800	2.9490e+02	0.015476	1.98	11111111111111111000000000000000	CONFIRMED
6528464	33.672806580	162.0367600	8.22670	1.7090e+02	0.011948	1.86	11111111111111111000000000000000	CONFIRMED
11963206	3.009124910	131.6269600	2.22800	1.9140e+02	0.012546	1.22	11111111111111111000000000000000	CONFIRMED
8263545	4.445895080	131.7430900	2.38160	4.4140e+02	0.020568	1.94	00011111111111111000000000000000	CONFIRMED
6937402	10.310823200	141.5114000	5.61700	2.0400e+02	0.012975	1.27	01111111111111111000000000000000	CONFIRMED
7826659	211.032819000	279.1289100	7.11900	1.9534e+03	0.045770	3.43	11111111111111111000000000000000	CONFIRMED
8095441	11.874576640	140.2125900	1.97970	2.2070e+02	0.013737	1.32	11111111111111111000000000000000	CONFIRMED
5881813	109.646994800	190.6727100	6.56800	8.9970e+02	0.030575	4.85	11111111111111111000000000000000	CONFIRMED
12456601	15.645886560	146.0492600	3.95900	5.7210e+02	0.021809	2.18	11111111111111111000000000000000	CONFIRMED
7428736	7.063219270	132.5239500	2.41100	2.0720e+02	0.013550	1.21	11111111111111111000000000000000	CONFIRMED
11129258	25.384175000	137.7732600	3.57600	5.9400e+02	0.022465	2.44	11111110111011101000000000000000	CONFIRMED
10586004	15.791965940	176.8188800	7.27720	2.0310e+02	0.012882	2.40	11111110111011101000000000000000	CONFIRMED
7202957	8.167338510	136.2035600	3.33700	1.0490e+02	0.010408	1.03	11111111111111111000000000000000	CONFIRMED
6521045	12.815904210	122.9468200	6.38560	2.2050e+02	0.014067	2.26	11111111111111111000000000000000	CONFIRMED
8892303	5.424749327	133.7289520	1.13900	7.6800e+03	0.079794	5.15	00000111100111111000000000000000	CONFIRMED
5369827	3.606940379	134.7744200	1.04180	4.3230e+02	0.022221	2.04	11111011101110111000000000000000	CONFIRMED
6586746	6.264047740	132.8292800	2.39000	3.7870e+02	0.017429	1.55	11110111011101110000000000000000	CONFIRMED
9962455	23.198585200	142.6280100	9.82100	2.2470e+02	0.013623	2.61	11111101110111011000000000000000	CONFIRMED
9962455	5.777212590	137.1669600	2.46200	1.3430e+02	0.011293	2.17	11111101110111011000000000000000	CONFIRMED
6436029	59.496900900	146.9519300	5.40400	1.2621e+03	0.032075	2.92	00011111111111111000000000000000	CONFIRMED
6197215	10.613453330	135.6898000	0.98290	1.5020e+02	0.011648	1.77	11111111111111111000000000000000	CONFIRMED
9451706	48.630380500	172.5473600	7.08050	3.3980e+02	0.016784	2.48	11111111111111111000000000000000	CONFIRMED
9244508	40.528988500	168.0166900	10.60400	3.6070e+02	0.017565	5.92	11111111111111111000000000000000	CONFIRMED
3969687	16.358348200	141.2535400	9.85800	1.1640e+02	0.011577	2.23	11111011101110111000000000000000	CONFIRMED
6716545	13.909354400	142.8769000	6.76500	8.6800e+01	0.008521	1.33	11111111111111111000000000000000	CONFIRMED
5185897	4.081411554	133.8599200	2.32390	1.7190e+02	0.014433	1.00	11111111111111111000000000000000	CONFIRMED
5185897	11.419419280	142.1185900	3.30750	1.5050e+02	0.014247	0.99	11111111111111111000000000000000	CONFIRMED
5185897	6.834406740	136.8602300	2.27260	1.7710e+02	0.014584	1.01	11111111111111111000000000000000	CONFIRMED
9881077	24.400437800	135.6232600	2.98700	8.6050e+02	0.033526	2.47	11111111111111111000000000000000	CONFIRMED
6265792	0.935115863	132.2019300	1.61720	6.4800e+01	0.007380	1.05	11110111011101110000000000000000	CONFIRMED
9995402	3.575514290	132.8612500	2.36400	9.2800e+01	0.008876	0.89	11111111111111111000000000000000	CONFIRMED
5609593	136.205112000	234.7260100	5.56800	1.2093e+03	0.031899	2.35	01111111111111111000000000000000	CONFIRMED
5436338	6.309220430	133.9967700	1.32510	6.9120e+02	0.023605	1.37	01111111111111111000000000000000	CONFIRMED
11414465	2.941942960	133.1044000	2.05600	2.7800e+02	0.014790	1.22	11100111111111111000000000000000	CONFIRMED
10586004	82.200123900	208.7941700	10.62700	2.3390e+02	0.013819	2.57	11111110111011101000000000000000	CONFIRMED
4483138	15.362605200	145.5732000	3.73600	4.6830e+02	0.019326	1.80	00011011101110111000000000000000	CONFIRMED
9475552	0.843379985	131.9661740	1.44740	3.4330e+02	0.018150	1.70	11111111111111111000000000000000	CONFIRMED
9475552	6.566069410	134.4951200	1.84550	4.0240e+02	0.019524	1.83	11111111111111111000000000000000	CONFIRMED
8292840	10.495663030	172.7933500	4.73560	1.0610e+02	0.009480	1.34	11111111111111111000000000000000	CONFIRMED
10905911	1.341556420	132.7374300	1.64620	5.8200e+01	0.006995	0.74	10011001100110011000000000000000	CONFIRMED
3545135	8.482992820	132.9658300	2.50500	6.9100e+01	0.007876	0.80	11111111111111111000000000000000	CONFIRMED
6964929	0.665025941	131.6596200	1.75420	1.0470e+02	0.009533	1.11	11111111111111111000000000000000	CONFIRMED
6432345	234.635652000	172.6461500	6.96500	8.6850e+02	0.026459	2.56	11111111111111111000000000000000	CONFIRMED
11565924	13.321914610	142.7235000	6.21300	1.3350e+02	0.011586	2.88	11111111111111111000000000000000	CONFIRMED
6607357	7.699944660	134.3928200	4.43200	7.0900e+01	0.007635	0.92	11111111111111111000000000000000	CONFIRMED
6607357	4.774660430	135.1633800	3.80400	5.4300e+01	0.006682	0.81	11111111111111111000000000000000	CONFIRMED
9451706	29.393371610	209.0673700	7.04450	3.2700e+02	0.016963	2.50	11111111111111111000000000000000	CONFIRMED
6186964	2.164570593	131.8314200	1.28620	5.2510e+02	0.021060	1.27	00010111011101110000000000000000	CONFIRMED
9693006	2.888785830	132.3365100	2.97700	4.0900e+01	0.005802	0.84	11111111111111111000000000000000	CONFIRMED
5128673	87.972422700	168.2978500	14.63800	8.6670e+02	0.026755	3.39	11111111111111111000000000000000	CONFIRMED
6690836	0.568874717	132.0487710	1.21770	3.7840e+02	0.017496	1.49	11111111111111111000000000000000	CONFIRMED
7877978	56.573231800	146.5798400	4.18800	6.8850e+02	0.031776	2.69	11111111111111111000000000000000	CONFIRMED
12024120	3.568099612	169.7427800	3.21310	9.8400e+01	0.009350	1.36	11111111111111111000000000000000	CONFIRMED
8210018	132.995550300	258.3961000	7.43600	1.2754e+03	0.034912	2.51	11111111111111111000000000000000	CONFIRMED
3642289	6.002548291	171.7141900	4.16280	2.0200e+02	0.015656	2.33	11111111111111111000000000000000	CONFIRMED
3642289	11.448658230	141.3870500	4.95300	7.5200e+01	0.008892	1.32	11111111111111111000000000000000	CONFIRMED
3662838	24.854665040	173.9997100	9.18200	7.7620e+02	0.027585	7.61	11111011101110111000000000000000	CONFIRMED
5966322	60.928188660	173.3721200	6.33360	7.5560e+02	0.024899	2.78	11111111111111111000000000000000	CONFIRMED
6029239	8.512037736	174.9098160	2.18610	5.9780e+02	0.022246	2.14	11111111111111111000000000000000	CONFIRMED
12404954	3.247548814	171.2780700	2.51460	2.0970e+02	0.013203	1.41	11111111111111111000000000000000	CONFIRMED
9070666	2.997929260	131.7657900	4.39800	4.5400e+01	0.006238	1.12	00100010001000100000000000000000	CONFIRMED
3642335	60.866097400	179.2867400	4.39700	7.1430e+02	0.024307	1.39	01111111111111111000000000000000	CONFIRMED
9020114	3.484128740	134.5504000	1.42200	1.6160e+02	0.011556	1.16	11111111111111111000000000000000	CONFIRMED
6196457	13.748830590	179.2791580	6.09680	4.2590e+02	0.019908	3.63	11111111111111111000000000000000	CONFIRMED
6063220	4.603575293	171.8401240	2.34990	4.4040e+02	0.018677	1.51	11111111111111111000000000000000	CONFIRMED
6071903	24.307843230	178.3662900	2.60540	6.7710e+02	0.023893	2.14	11111111111111111000000000000000	CONFIRMED
6289257	19.674097030	176.2711900	3.75350	2.0490e+02	0.015780	1.78	11111111111111111000000000000000	CONFIRMED
10905239	3.487688776	170.9322170	3.83661	1.2988e+03	0.032422	5.64	11111111111111111000000000000000	CONFIRMED
11623629	81.737872000	211.6788180	6.69230	6.2880e+02	0.022652	2.16	11111111111111111000000000000000	CONFIRMED
4815520	31.578651216	177.2062370	2.12791	2.1254e+03	0.041835	4.52	11110111011101110000000000000000	CONFIRMED
7175184	5.885273640	174.4255400	1.95310	1.1270e+02	0.010194	1.59	11111111111111111000000000000000	CONFIRMED
7347246	86.116088500	134.8808000	6.05800	8.7520e+02	0.027076	3.11	00011111111111111000000000000000	CONFIRMED
11403530	3.614603320	133.0912300	3.22700	4.3900e+01	0.006019	0.90	11111111111111111000000000000000	CONFIRMED
5088536	8.457448920	139.0668900	3.28930	7.7400e+01	0.008247	1.02	11111111111111111000000000000000	CONFIRMED
6609270	3.822233970	132.1496500	1.92400	3.6270e+02	0.018736	1.05	00001110111111111000000000000000	CONFIRMED
12406807	17.067644000	145.5692900	6.02600	2.6240e+02	0.014940	1.62	11111111111111111000000000000000	CONFIRMED
5096590	29.609905500	137.3316000	7.43300	1.2010e+02	0.014184	1.74	11111111111111111000000000000000	CONFIRMED
9650989	3.423908090	132.8832600	1.77300	1.5310e+02	0.011291	1.25	11111111111111111000000000000000	CONFIRMED
6289257	5.211045970	131.5379700	3.34470	1.0270e+02	0.010461	1.18	11111111111111111000000000000000	CONFIRMED
6291837	35.596968400	187.5276500	6.69100	6.8450e+02	0.028165	3.72	11111111111111111000000000000000	CONFIRMED
