kepid	koi_period	koi_time0bk	koi_duration	koi_depth	koi_ror	koi_prad	koi_quarters	koi_disposition
7663405	5.144364500	133.8304400	2.70300	3.1070e+02	0.015692	1.55	11111111111111111000000000000000	CONFIRMED
9765975	18.458483880	138.1635000	3.37030	5.3530e+02	0.024147	2.50	11111111111111111000000000000000	CONFIRMED
9818462	25.942158200	156.1889400	4.04500	5.6970e+02	0.022458	1.95	11111111111111111000000000000000	CONFIRMED
6803202	21.060753030	143.5998300	5.24720	3.0120e+02	0.015768	1.78	11111111111111111000000000000000	CONFIRMED
5299459	13.084242860	132.6312900	3.04010	6.6200e+02	0.025138	2.71	11111111111111111000000000000000	CONFIRMED
9651668	2.684328541	133.3548095	2.69382	1.8136e+04	0.121923	12.73	11111111111111111000000000000000	CONFIRMED
12506770	2.806243488	133.7314000	1.62710	5.9960e+02	0.022156	1.41	11111111111111111000000000000000	CONFIRMED
11337372	6.531940240	136.0322300	3.33510	7.7190e+02	0.028965	3.09	00011110111011101000000000000000	CONFIRMED
11337833	51.301184400	153.5257100	5.35900	4.9890e+02	0.020447	2.07	11111110111011101000000000000000	CONFIRMED
11547505	0.938466959	135.6006980	1.30150	2.1740e+02	0.013337	1.58	11111110111011101000000000000000	CONFIRMED
11502867	3.217518511	133.6320632	2.11481	1.4319e+04	0.115425	11.38	11111111111111111000000000000000	CONFIRMED
9909735	4.662719020	134.0829600	2.75700	1.6306e+03	0.037636	3.86	11111101110111011000000000000000	CONFIRMED
9909735	11.815017400	133.0892900	2.83400	1.0030e+03	0.033946	3.48	11111101110111011000000000000000	CONFIRMED
11551692	7.834433676	135.2221430	2.89000	2.0181e+03	0.044180	3.47	11111110111011101000000000000000	CONFIRMED
11551692	3.005156911	137.1033620	2.07470	6.9160e+02	0.027938	2.20	11111110111011101000000000000000	CONFIRMED
12266636	33.385617600	148.9276400	5.03610	5.5320e+02	0.022235	2.48	11111111111111111000000000000000	CONFIRMED
7869917	7.714676860	133.5563500	4.58710	2.3390e+02	0.016382	4.65	11111111111111111000000000000000	CONFIRMED
9824805	4.444482600	133.4630800	3.68600	1.6300e+02	0.014510	1.71	11111111111111111000000000000000	CONFIRMED
7939330	144.551628000	265.9401000	16.59900	1.0352e+03	0.034847	3.06	11111111111111111000000000000000	CONFIRMED
12602568	8.047277210	137.2073000	5.15900	4.8600e+02	0.025096	2.33	11111111111111111000000000000000	CONFIRMED
9941066	5.870634160	137.2481300	2.57360	5.0560e+02	0.021514	1.44	11111111111111111000000000000000	CONFIRMED
5972334	15.358767771	132.3850850	4.12230	1.4638e+04	0.112441	10.89	11111011101110111000000000000000	CONFIRMED
4650733	29.539089700	143.9160700	4.13900	4.0330e+02	0.018587	2.51	11111111111111111000000000000000	CONFIRMED
7831264	13.071418890	144.4421700	3.09460	2.5110e+02	0.015742	2.47	11111111111111111000000000000000	CONFIRMED
7691260	3.989544192	134.0989000	1.59100	1.9000e+02	0.012443	0.93	11111111111111111000000000000000	CONFIRMED
9821454	17.977603700	147.7515000	4.60500	2.1390e+02	0.014377	1.58	11111111111111111000000000000000	CONFIRMED
9821454	11.869314400	137.7210000	4.65300	1.0190e+02	0.009947	1.09	11111111111111111000000000000000	CONFIRMED
11954842	12.984946030	139.7820700	3.44970	2.5720e+02	0.014670	1.64	11111110111011101000000000000000	CONFIRMED
5470739	19.178939760	139.7455200	5.14400	7.5280e+02	0.024928	2.40	11111111111111111000000000000000	CONFIRMED
10022908	6.991304520	135.4629100	2.15680	5.5540e+02	0.023477	1.95	11111101110111011000000000000000	CONFIRMED
5617854	3.517494725	135.5467240	1.56390	5.3280e+02	0.023021	1.42	11111111111111111000000000000000	CONFIRMED
4932442	6.933651670	137.0737500	4.60800	1.1960e+02	0.011969	1.70	11111011101110111000000000000000	CONFIRMED
5183357	61.037359100	175.1767100	8.37800	4.3750e+02	0.019179	3.38	11111111111111111000000000000000	CONFIRMED
5269467	33.867778300	137.5153200	3.72000	8.9480e+02	0.030574	2.31	11111111111111111000000000000000	CONFIRMED
11764462	5.699195920	136.5873800	2.39060	1.5940e+02	0.011409	1.16	11111111111111111000000000000000	CONFIRMED
11656246	18.114738130	147.4904000	5.27060	2.4150e+02	0.016794	2.49	11111111111111111000000000000000	CONFIRMED
7808587	6.241457910	134.8889200	3.09980	1.6370e+02	0.011618	1.60	11111111111111111000000000000000	CONFIRMED
4741126	20.422244700	146.9837000	6.22000	1.8930e+02	0.012581	1.78	11111111111111111000000000000000	CONFIRMED
5301750	8.725854780	138.7683800	4.47300	4.4670e+02	0.023183	2.86	11111111111111111000000000000000	CONFIRMED
5301750	12.882913950	135.1873600	5.67600	4.6050e+02	0.025515	3.15	11111111111111111000000000000000	CONFIRMED
5301750	27.434597300	145.1232200	5.03800	4.7260e+02	0.020758	2.56	11111111111111111000000000000000	CONFIRMED
5301750	4.224536310	135.4290800	3.12800	1.5910e+02	0.012939	1.60	11111111111111111000000000000000	CONFIRMED
5301750	44.552026600	160.2938600	6.00000	3.6210e+02	0.018527	2.29	11111111111111111000000000000000	CONFIRMED
5526717	52.069002000	178.1552500	3.00890	5.5830e+02	0.021433	2.92	11111111111111111000000000000000	CONFIRMED
5972334	2.418406841	132.5055870	2.07440	6.6540e+02	0.023206	2.25	11111011101110111000000000000000	CONFIRMED
6034945	9.115002690	133.9752300	4.55800	2.6830e+02	0.015881	1.78	11111111111111111000000000000000	CONFIRMED
8692861	13.722368200	137.8408300	5.12310	5.7110e+02	0.021681	2.23	11111111111111111000000000000000	CONFIRMED
9480310	15.434009960	363.2949400	4.25720	1.7859e+03	0.041360	4.30	00011101110111011000000000000000	CONFIRMED
4741126	7.638460840	138.2455700	3.95700	7.1700e+01	0.007869	1.12	11111111111111111000000000000000	CONFIRMED
11669125	70.698172400	188.5679500	6.63200	3.5770e+02	0.017221	1.63	11111111111111111000000000000000	CONFIRMED
12159249	3.744436450	133.5599700	2.91910	7.3300e+01	0.007798	1.10	11111111111111111000000000000000	CONFIRMED
5542466	2.355745050	177.8882400	1.79600	2.6690e+02	0.015115	1.34	01111011101110111000000000000000	CONFIRMED
10028140	19.656393420	140.2993700	3.22600	8.4320e+02	0.035083	2.83	11111101110111011000000000000000	CONFIRMED
6049190	70.468171000	189.1582200	6.65300	9.2240e+02	0.027996	3.46	11111111111111111000000000000000	CONFIRMED
6198999	3.932460690	132.5543500	2.17630	4.5550e+02	0.019407	1.65	11111111111111111000000000000000	CONFIRMED
6310636	0.921030497	132.0317100	2.60770	1.0150e+02	0.009158	1.62	11111111111111111000000000000000	CONFIRMED
6616218	5.960400011	137.2651710	2.86170	8.2830e+02	0.029409	2.85	10011001100110011000000000000000	CONFIRMED
7761545	85.351487500	161.0076080	6.75040	4.6747e+03	0.061610	6.31	11111111111111111000000000000000	CONFIRMED
12365184	69.726466390	196.0932430	3.71770	4.4912e+03	0.061648	11.65	11111111111111111000000000000000	CONFIRMED
4770365	1.609321941	178.9417800	1.60670	7.2850e+02	0.023817	1.57	01011111111111111000000000000000	CONFIRMED
4770365	9.512200460	185.4789300	2.94970	1.1694e+03	0.030147	1.99	01011111111111111000000000000000	CONFIRMED
10748390	4.887803076	124.8130808	2.36255	4.3158e+03	0.057823	4.82	11111101110111011000000000000000	CONFIRMED
11804465	4.437962934	171.0091259	4.69813	1.6388e+04	0.116814	18.05	11111110111011101000000000000000	CONFIRMED
9663113	20.740286450	142.8000300	10.39390	1.0233e+03	0.029861	4.24	11111101110111011000000000000000	CONFIRMED
5289854	9.695011460	182.4541300	2.75000	5.1520e+02	0.020883	2.08	01111011101110111000000000000000	CONFIRMED
5289854	15.382539400	139.0764800	3.81500	5.5050e+02	0.021393	2.14	01111011101110111000000000000000	CONFIRMED
10006581	40.109781700	142.0822700	5.20960	7.3200e+02	0.024334	3.11	11111111111111111000000000000000	CONFIRMED
6616218	2.461069620	133.3213800	2.18400	8.4200e+01	0.008661	0.84	10011001100110011000000000000000	CONFIRMED
7220429	8.037537960	139.3582000	2.91180	2.8650e+02	0.017584	1.54	11111111111111111000000000000000	CONFIRMED
12406749	56.358798700	222.3181900	6.92700	2.5596e+03	0.056204	5.04	01111111111111111000000000000000	CONFIRMED
8692861	242.467406000	150.8582700	12.80800	3.4030e+02	0.016782	1.73	11111111111111111000000000000000	CONFIRMED
12403119	76.136222220	199.4762370	7.93930	2.9495e+03	0.049061	4.78	11111111111111111000000000000000	CONFIRMED
10027323	5.923657470	134.6836100	2.63020	4.0650e+02	0.018295	0.99	11111101110111011000000000000000	CONFIRMED
10027323	105.358229900	138.6806900	3.81000	1.2102e+03	0.034493	1.87	11111101110111011000000000000000	CONFIRMED
12019440	3.243259880	133.6690203	3.03318	1.6451e+04	0.116687	12.91	11111111111111111000000000000000	CONFIRMED
10004738	56.475806900	143.8112800	5.96100	1.0918e+03	0.035104	3.22	11111111111111111000000000000000	CONFIRMED
10004738	92.874729400	145.9353500	7.47400	6.5880e+02	0.028851	2.64	11111111111111111000000000000000	CONFIRMED
7304449	1.538180949	131.8228230	1.26350	8.4100e+02	0.033564	1.00	01111111111111111000000000000000	CONFIRMED
7386827	10.418891500	137.7497100	3.00690	6.7000e+02	0.027287	3.17	11111111111111111000000000000000	CONFIRMED
7522911	20.499876300	131.8206800	6.50100	4.3780e+02	0.023842	2.80	11111111111111111000000000000000	CONFIRMED
7626370	1.921437488	131.8062040	1.90460	2.7870e+02	0.019017	1.77	11111111111111111000000000000000	CONFIRMED
7703955	96.109323000	187.6990000	9.87700	9.8230e+02	0.036533	4.01	11111111111111111000000000000000	CONFIRMED
7512982	20.381748020	142.3149900	3.79220	1.5971e+03	0.035772	3.16	11111111111111111000000000000000	CONFIRMED
9597806	5.101375725	357.4821700	2.59500	8.9460e+02	0.027246	2.84	00011111111111111000000000000000	CONFIRMED
9663113	572.376632000	306.5100600	24.42000	1.7434e+03	0.040914	5.80	11111101110111011000000000000000	CONFIRMED
10004738	13.930687910	134.4285100	2.31200	1.8650e+02	0.015266	1.40	11111111111111111000000000000000	CONFIRMED
5474613	20.407484600	140.1821000	8.83900	3.6340e+02	0.027361	2.90	11111111111111111000000000000000	CONFIRMED
5438757	10.350784150	133.7116300	6.25300	2.7310e+02	0.016746	1.97	11111111111111111000000000000000	CONFIRMED
5438757	62.922493600	151.6882000	11.64000	4.1780e+02	0.023333	2.75	11111111111111111000000000000000	CONFIRMED
5972334	38.652079600	164.0445500	5.60700	5.6650e+02	0.021372	2.07	11111011101110111000000000000000	CONFIRMED
7815744	14.204426160	142.7332000	3.89800	8.0060e+02	0.025721	1.90	10101010101010101000000000000000	CONFIRMED
7955580	55.673582000	136.5490600	3.77800	7.6510e+02	0.024780	2.19	11111111111111111000000000000000	CONFIRMED
8230616	6.827781570	131.7883900	2.37260	5.4580e+02	0.021440	1.34	11111111111111111000000000000000	CONFIRMED
7898352	127.282444200	163.8900000	7.15450	8.0886e+03	0.093207	12.04	11111111111111111000000000000000	CONFIRMED
11402995	10.060832380	138.9672300	4.57180	4.6020e+02	0.020765	2.58	11111111111111111000000000000000	CONFIRMED
7898352	30.183702100	146.6467500	5.87900	9.7490e+02	0.028292	3.65	11111111111111111000000000000000	CONFIRMED
7951018	52.758785050	156.3063510	6.65170	5.8058e+03	0.070522	8.76	11111111111111111000000000000000	CONFIRMED
7747425	42.472907800	146.2871200	7.25300	3.3400e+02	0.016741	2.03	11111111111111111000000000000000	CONFIRMED
9892816	15.170269210	132.6655000	4.33110	2.2480e+02	0.016517	2.47	11111111111111111000000000000000	CONFIRMED
9892816	39.457622800	136.4739800	9.55700	2.4480e+02	0.018714	2.80	11111111111111111000000000000000	CONFIRMED
9836149	17.815968900	134.4832000	3.67650	7.7680e+02	0.030625	3.12	11111111111111111000000000000000	CONFIRMED
4813563	36.515763900	151.2898900	3.65770	8.6130e+02	0.029932	2.55	11110111011101110000000000000000	CONFIRMED
2985767	14.079692360	139.9605300	1.37500	1.6950e+02	0.012317	2.08	11111111111111111000000000000000	CONFIRMED
2304320	16.540813860	133.9527400	2.59960	3.7000e+02	0.018716	1.57	11111111111111111000000000000000	CONFIRMED
3657758	3.609313059	133.7902400	1.77520	1.3751e+03	0.034342	3.26	00011011101110111000000000000000	CONFIRMED
9790806	1.931555460	131.7670800	1.61400	5.0490e+02	0.023982	2.25	11111101110111011000000000000000	CONFIRMED
6382217	8.411003050	133.7985600	2.45530	7.5560e+02	0.030498	1.80	11111111111111111000000000000000	CONFIRMED
5375194	13.522523640	142.1793200	3.98700	6.9060e+02	0.023690	2.11	11111011101110111000000000000000	CONFIRMED
6468138	134.252047400	182.7053400	9.06360	8.3210e+02	0.026201	3.43	11111111111111111000000000000000	CONFIRMED
10019708	3.268695042	137.4817205	3.45188	1.0091e+04	0.091563	16.91	11111111111111111000000000000000	CONFIRMED
11875734	99.746880400	208.3968800	6.80400	1.2870e+03	0.037015	3.94	11111111111111111000000000000000	CONFIRMED
7046804	11.720123999	142.1739990	3.00390	9.7633e+03	0.094404	7.94	11111111111111111000000000000000	CONFIRMED
7449136	4.336435060	133.8544200	4.14450	1.0850e+02	0.010024	1.75	11111111111111111000000000000000	CONFIRMED
8680979	15.955419130	143.3023600	3.98510	7.6260e+02	0.024767	2.18	11111111111111111000000000000000	CONFIRMED
8680979	8.259803520	137.4702100	2.92800	2.9840e+02	0.015322	1.35	11111111111111111000000000000000	CONFIRMED
9030537	62.561387900	178.4084700	5.90700	1.3726e+03	0.038618	3.54	11111111111111111000000000000000	CONFIRMED
6949061	8.968470340	139.3947300	4.40730	2.3430e+02	0.014445	2.17	11111111111111111000000000000000	CONFIRMED
7269493	1.907810683	131.6378400	1.87070	1.2050e+02	0.010107	0.91	11111111111111111000000000000000	CONFIRMED
11657891	2.514628496	132.9090400	1.62390	2.2840e+02	0.013835	1.27	11111111111111111000000000000000	CONFIRMED
6305192	8.025118521	132.4691330	5.36940	3.1204e+03	0.052128	7.79	11111111111111111000000000000000	CONFIRMED
6382217	5.795294950	136.7797400	2.27200	3.3430e+02	0.017910	1.05	11111111111111111000000000000000	CONFIRMED
8950568	8.305377020	139.7437000	3.75100	3.6560e+02	0.017763	1.69	11111111111111111000000000000000	CONFIRMED
3326377	13.227140560	142.2025100	3.28610	8.1200e+02	0.025421	2.22	11111111111111111000000000000000	CONFIRMED
11601584	51.809827600	182.9733500	6.34300	1.0254e+03	0.028842	2.60	11111110111011101000000000000000	CONFIRMED
11601584	4.385364280	139.2254800	2.51260	1.9850e+02	0.012779	1.15	11111110111011101000000000000000	CONFIRMED
11601584	34.205785079	148.8050925	5.16910	1.8320e+02	0.012235	1.10	11111110111011101000000000000000	CONFIRMED
11601584	13.979450550	142.3382900	1.23250	3.5610e+02	0.021836	1.97	11111110111011101000000000000000	CONFIRMED
8689793	3.554856338	131.8039800	2.10040	2.3290e+02	0.014177	1.29	11111111111111111000000000000000	CONFIRMED
11673802	5.287907540	135.3611900	8.52740	3.4390e+02	0.017041	7.10	11111111111111111000000000000000	CONFIRMED
4263293	8.457466360	133.8713200	2.29060	1.3203e+03	0.032740	1.87	11111111111111111000000000000000	CONFIRMED
4263293	17.281169570	136.0071800	2.82900	1.5628e+03	0.035589	2.04	11111111111111111000000000000000	CONFIRMED
4263293	32.134001400	142.2758200	2.69100	1.2620e+03	0.032079	1.84	11111111111111111000000000000000	CONFIRMED
5695524	59.771143300	148.9688600	4.84300	5.7450e+02	0.025906	3.17	11111111111111111000000000000000	CONFIRMED
6205897	4.417692516	133.9613900	2.32300	2.7920e+02	0.021644	1.57	11111111111111111000000000000000	CONFIRMED
7948784	10.087445560	135.1358200	2.98840	5.6810e+02	0.026351	3.15	11111111111111111000000000000000	CONFIRMED
9244756	16.343559020	145.0411600	5.47400	8.2940e+02	0.028260	3.26	11111111111111111000000000000000	CONFIRMED
9650808	21.964016460	133.0358600	2.75090	6.9340e+02	0.024600	2.57	11111111111111111000000000000000	CONFIRMED
9650808	125.602323000	215.4336000	7.10500	9.2570e+02	0.027646	2.89	11111111111111111000000000000000	CONFIRMED
8950568	12.513533250	139.4246100	4.30100	4.3080e+02	0.019678	1.88	11111111111111111000000000000000	CONFIRMED
8950568	17.913421500	135.5292100	4.36400	1.9780e+02	0.014619	1.39	11111111111111111000000000000000	CONFIRMED
8950568	25.214914300	152.6912000	5.76000	1.7410e+02	0.012512	1.19	11111111111111111000000000000000	CONFIRMED
8804845	5.425869010	135.8658900	2.53420	2.5900e+02	0.014530	1.48	11111111111111111000000000000000	CONFIRMED
10480915	19.585611770	132.3647200	1.75500	5.3290e+02	0.028415	3.09	11111101110111011000000000000000	CONFIRMED
11709244	4.544436472	134.9015900	1.81410	8.7930e+02	0.029367	3.00	11111111111111111000000000000000	CONFIRMED
11709244	12.762205580	143.7302600	2.06880	6.5380e+02	0.031050	3.18	11111111111111111000000000000000	CONFIRMED
11709244	38.714961700	134.0313000	3.44100	6.9480e+02	0.025654	2.62	11111111111111111000000000000000	CONFIRMED
11853878	3.692986230	132.7362400	1.77440	7.6330e+02	0.027871	1.74	11111110111011101000000000000000	CONFIRMED
5728139	5.334082429	131.9817610	6.22260	4.6765e+03	0.062872	13.08	11111111111111111000000000000000	CONFIRMED
7668663	6.498014700	136.0010800	2.43840	1.9090e+02	0.015491	1.87	11111111111111111000000000000000	CONFIRMED
7047922	19.761692470	135.1779400	3.90970	3.9250e+02	0.021935	2.81	11111111111111111000000000000000	CONFIRMED
9353314	5.184989610	131.8814000	2.13970	4.3010e+02	0.018775	1.15	11111111111111111000000000000000	CONFIRMED
3629967	85.654247600	155.1234600	6.86600	4.7600e+02	0.019774	3.56	11111111111111111000000000000000	CONFIRMED
9347009	19.329456020	133.2671700	3.79400	9.3550e+02	0.027084	2.26	11111111111111111000000000000000	CONFIRMED
4917596	3.290114076	133.1570900	1.51510	6.4530e+02	0.022970	1.49	11111111111111111000000000000000	CONFIRMED
11046458	3.311864148	131.7427761	1.40490	5.9765e+03	0.088567	9.06	11111101110111011000000000000000	CONFIRMED
7132798	2.422084188	132.9400790	2.56130	1.8718e+03	0.039181	3.55	11111111111111111000000000000000	CONFIRMED
3448130	78.546110600	144.0687100	8.68900	6.5870e+02	0.023284	3.55	11111111111111111000000000000000	CONFIRMED
9656252	16.923421260	145.8140700	4.18640	1.1253e+03	0.031414	3.40	00111111111111111000000000000000	CONFIRMED
6026438	5.476658010	135.7043100	2.54820	6.4800e+02	0.026032	2.01	11110111011101110000000000000000	CONFIRMED
9471268	4.580346161	134.0754000	2.09700	3.0830e+02	0.015995	1.38	11111111111111111000000000000000	CONFIRMED
9471268	2.248288213	133.4258050	2.03610	2.6320e+02	0.014461	1.25	11111111111111111000000000000000	CONFIRMED
9471268	6.766907590	136.6163300	1.70620	2.4930e+02	0.015191	1.31	11111111111111111000000000000000	CONFIRMED
10657406	34.173215600	137.7886200	4.76790	6.3500e+02	0.026045	2.37	11111111111111111000000000000000	CONFIRMED
5526527	16.736475500	143.1360600	2.15100	1.1470e+03	0.038278	2.73	11111111111111111000000000000000	CONFIRMED
8766650	12.439294280	136.3795200	3.17600	2.5430e+02	0.015366	1.30	11111111111111111000000000000000	CONFIRMED
10328393	7.626354940	136.0158500	2.41680	2.9610e+02	0.015400	1.21	11111111111111111000000000000000	CONFIRMED
7094486	11.350106420	134.0461200	2.27920	1.2210e+03	0.031169	1.75	11111111111111111000000000000000	CONFIRMED
7289577	109.445059700	197.9832000	3.79200	1.2696e+03	0.032089	3.04	11111011101111111000000000000000	CONFIRMED
8543100	7.560522090	134.4788900	3.85730	6.5980e+02	0.023420	2.40	01111111111111111000000000000000	CONFIRMED
2693736	12.124017370	134.9550000	3.30910	7.8840e+02	0.024936	2.37	11111111111111111000000000000000	CONFIRMED
9412760	9.387406460	137.3838300	1.61650	3.8460e+02	0.024006	1.69	11111111111111111000000000000000	CONFIRMED
9412760	7.415564710	137.8151200	1.97300	1.5040e+02	0.011162	0.79	11111111111111111000000000000000	CONFIRMED
6026438	24.210197300	141.4698000	4.04600	4.5800e+02	0.019502	1.50	11110111011101110000000000000000	CONFIRMED
10663396	23.899007500	151.3984700	15.95500	2.9340e+02	0.015456	3.26	11001100110011001000000000000000	CONFIRMED
11457726	6.221611070	131.9909400	3.41170	1.6500e+02	0.013264	1.59	11111111111111111000000000000000	CONFIRMED
8956206	6.179985080	132.7227800	2.10940	7.5050e+02	0.024584	2.12	11111111111111111000000000000000	CONFIRMED
9649706	1.569066598	133.0403200	2.78030	1.4720e+02	0.011031	1.68	11111111111111111000000000000000	CONFIRMED
5856571	9.590685860	132.6826400	3.45200	5.4460e+02	0.021503	3.93	11110111011101110000000000000000	CONFIRMED
7765528	7.039329130	133.8543300	3.51400	8.3670e+02	0.034474	4.67	11111111111111111000000000000000	CONFIRMED
11760231	49.607577100	138.4151700	2.95750	6.2670e+02	0.025127	2.12	11111111111111111000000000000000	CONFIRMED
7779077	16.841833550	137.9944300	2.61940	8.2210e+02	0.027911	3.08	11111111111111111000000000000000	CONFIRMED
6046540	7.340714946	134.3457036	2.99870	8.5105e+03	0.087453	14.31	11111111111111111000000000000000	CONFIRMED
5706966	12.551110990	137.2622600	3.12930	4.9410e+02	0.020536	1.34	11111111111111111000000000000000	CONFIRMED
3762468	3.003879547	134.7098740	3.28480	8.5380e+03	0.085668	10.96	11111011101110111000000000000000	CONFIRMED
5706966	24.088417800	134.4217800	3.95200	3.8720e+02	0.017719	1.16	11111111111111111000000000000000	CONFIRMED
10130039	12.758000920	133.9588800	4.18280	1.8790e+02	0.012453	1.49	11111111111111111000000000000000	CONFIRMED
10130039	5.470333760	131.4954800	3.14410	1.1200e+02	0.009620	1.15	11111111111111111000000000000000	CONFIRMED
9518318	6.511123850	131.7064600	1.69190	6.9510e+02	0.028261	3.09	11111111111111111000000000000000	CONFIRMED
9518318	23.851633210	147.6145600	2.44530	8.3370e+02	0.030835	3.37	11111111111111111000000000000000	CONFIRMED
7273277	2.714078374	133.7117900	1.31150	1.4350e+02	0.012781	1.38	11111111111111111000000000000000	CONFIRMED
11769890	122.879954300	165.4635600	7.83500	7.1770e+02	0.028739	2.70	11111111111111111000000000000000	CONFIRMED
6862721	4.887531110	132.7078300	2.03400	6.7960e+02	0.023483	2.45	11111111111111111000000000000000	CONFIRMED
12301181	6.147283410	134.8728900	2.76450	1.1970e+02	0.009757	0.79	11111111111111111000000000000000	CONFIRMED
9279354	2.800111267	132.0486500	1.02370	7.0670e+02	0.027766	2.13	11111111111111111000000000000000	CONFIRMED
6774880	34.351133900	134.1904600	4.44080	5.9940e+02	0.026053	2.75	11111111111111111000000000000000	CONFIRMED
3937519	3.413036353	132.4430540	2.61366	3.8687e+03	0.055812	6.62	11111111111111111000000000000000	CONFIRMED
7449541	3.007250680	131.9048400	4.43020	2.8580e+02	0.018345	1.56	11111111111111111000000000000000	CONFIRMED
5080636	4.194496867	134.1351100	1.78070	6.6070e+02	0.027522	1.57	11110111011101110000000000000000	CONFIRMED
3338885	1.970340203	131.9483890	1.79010	4.0320e+02	0.021783	3.97	11111111111111111000000000000000	CONFIRMED
6776401	26.853236470	143.3130300	4.45570	9.6580e+02	0.027896	2.65	11111111111111111000000000000000	CONFIRMED
10130039	25.098508300	145.5682900	2.77270	1.6760e+02	0.013257	1.59	11111111111111111000000000000000	CONFIRMED
8226050	34.268574100	147.0514300	4.82510	6.9930e+02	0.025590	2.44	11111111111111111000000000000000	CONFIRMED
9965957	5.753215390	136.7561700	1.79480	7.3380e+02	0.030950	3.14	11111101110111011000000000000000	CONFIRMED
9704384	5.508606990	132.2983000	3.07880	2.0390e+02	0.015422	1.49	11111111111111111000000000000000	CONFIRMED
8426567	18.930551190	143.2505800	3.37200	6.8400e+02	0.024576	4.41	11111111111111111000000000000000	CONFIRMED
10094670	22.064020000	148.9199000	4.10000	3.8870e+02	0.022444	2.67	11111101110111011000000000000000	CONFIRMED
8142942	5.756245244	133.9034210	1.07100	6.2360e+02	0.027905	2.24	11111111111111111000000000000000	CONFIRMED
8257205	148.460181900	151.3868600	5.49900	1.5321e+03	0.040286	3.61	11111111111111111000000000000000	CONFIRMED
9044228	0.934885365	131.5806760	1.40830	2.7040e+02	0.016380	3.21	11111111111111111000000000000000	CONFIRMED
7265298	25.762684600	147.6963000	6.90800	6.1950e+02	0.022795	2.66	00011111111111111000000000000000	CONFIRMED
7265298	11.031783600	362.3431000	4.75300	1.8230e+02	0.012457	1.45	00011111111111111000000000000000	CONFIRMED
7132798	4.125119350	133.6401400	2.87700	1.1470e+02	0.009760	0.88	11111111111111111000000000000000	CONFIRMED
2307415	13.121621670	133.3952600	3.61380	1.9690e+02	0.014262	1.99	11111111111111111000000000000000	CONFIRMED
7430034	49.622066900	137.1014900	7.22200	5.0550e+02	0.025794	3.33	11111111111111111000000000000000	CONFIRMED
9735426	8.088016630	138.7351600	1.83340	9.5290e+02	0.030765	2.94	11111111111111111000000000000000	CONFIRMED
8826168	11.551038480	134.9080300	3.36010	4.0280e+02	0.018791	2.17	11111111111111111000000000000000	CONFIRMED
10464050	4.469754641	131.8440200	1.81300	5.5390e+02	0.022136	2.26	11111111111111111000000000000000	CONFIRMED
9763348	15.773827940	137.5305100	4.95700	3.1360e+02	0.016277	2.72	11111111111111111000000000000000	CONFIRMED
9101496	6.562264830	132.6112300	4.01440	2.6080e+02	0.015520	3.07	11111111111111111000000000000000	CONFIRMED
6037581	20.678763650	151.6924500	4.63950	3.2390e+02	0.017394	2.42	11111111111111111000000000000000	CONFIRMED
10723750	50.790346480	135.6327590	10.84740	5.6711e+03	0.069067	10.60	11111111111111111000000000000000	CONFIRMED
6037581	9.599932460	136.5822700	4.32060	2.7120e+02	0.014963	2.08	11111111111111111000000000000000	CONFIRMED
6037581	2.024820500	132.3546500	2.55000	6.3300e+01	0.007277	1.01	11111111111111111000000000000000	CONFIRMED
10779233	201.118319000	187.5698600	10.32800	5.8480e+02	0.021853	2.28	11111111111111111000000000000000	CONFIRMED
11614617	24.757765200	142.0682600	6.99800	4.5870e+02	0.023093	2.44	11111111111111111000000000000000	CONFIRMED
11450414	12.798317400	133.6497900	6.40100	3.3660e+02	0.018150	2.88	11111111111111111000000000000000	CONFIRMED
4736569	10.132005550	132.9115500	3.16830	9.1160e+02	0.027280	1.67	00011111111111111000000000000000	CONFIRMED
10384798	38.505224000	158.3049100	5.94100	6.9520e+02	0.025468	2.45	11111111111111111000000000000000	CONFIRMED
2307415	4.612673600	132.7757000	3.06430	1.3320e+02	0.011477	1.60	11111111111111111000000000000000	CONFIRMED
3128552	8.678903120	133.0365100	3.53170	5.4060e+02	0.021018	2.56	11111011101110111000000000000000	CONFIRMED
10134152	39.313569900	154.9376700	5.01370	5.0010e+02	0.020516	2.07	11111111111111111000000000000000	CONFIRMED
9573685	5.945655160	133.9935900	2.16040	4.0120e+02	0.018129	1.12	11111111111111111000000000000000	CONFIRMED
10329835	1.523730730	131.6181300	1.47960	3.6470e+02	0.022705	1.26	11111111111111111000000000000000	CONFIRMED
6849046	4.225384543	137.5606891	2.82038	7.5630e+03	0.078185	9.00	11111111111111111000000000000000	CONFIRMED
8804397	60.085384800	153.2570700	7.00700	4.3220e+02	0.020987	2.40	11111111111111111000000000000000	CONFIRMED
9662811	43.034336400	137.6900700	6.57100	5.4160e+02	0.025125	2.50	11111101110111011000000000000000	CONFIRMED
11297236	88.644001500	145.4719300	7.82000	6.2550e+02	0.024607	2.51	11111111111111111000000000000000	CONFIRMED
10074466	35.011908750	150.3712600	2.86800	4.3670e+02	0.023595	2.97	11111111111111111000000000000000	CONFIRMED
8218379	16.570992650	133.9070400	2.90520	6.4490e+02	0.023913	2.03	11111111111111111000000000000000	CONFIRMED
7755636	16.004966570	135.2530500	6.50470	3.7750e+02	0.017862	3.71	11111111111111111000000000000000	CONFIRMED
