kepid	koi_period	koi_prad	koi_quarters
7833305	8.312244740	10.63	11111111111111111000000000000000
6610064	0.584148495	0.87	11111111111111111000000000000000
12647577	12.636204800	1.10	11111111111111111000000000000000
5476671	0.824180121	17.80	11111111111111111000000000000000
7335972	0.579770948	2.40	11111111111111111000000000000000
4252671	23.266633000	2.66	11111111111111111000000000000000
2694632	0.922255890	1.29	11111111111111111000000000000000
11153476	7.940042810	0.98	11111101110111011000000000000000
6144039	2.858550490	1.23	11111111111111111000000000000000
5428471	0.754990960	1.39	01100000000000000000000000000000
7283710	353.401910000	2.35	
5985713	8.952940460	0.86	11111111111111111000000000000000
10794509	1.428596987	1.62	11111111111111111000000000000000
6839010	4.843500030	0.90	11111111111111111000000000000000
9775385	45.163025000	2.35	
6197344	36.761401100	1.52	00011111111111111000000000000000
11357664	4.373570433	1.23	11111111111111111000000000000000
2576224	2.217010250	1.16	11111111111111111000000000000000
3967501	43.075911500	213.46	11111011101110111000000000000000
7272132	154.674369000	2.29	00011111111111111000000000000000
6437226	372.626370000	2.38	
2710623	1.020878310	0.64	11111111111111111000000000000000
3330684	1.261327690	0.14	11111111111111111000000000000000
2696703	6.094066480	54.54	11111111111111111000000000000000
7699298	1.157814100	1.24	11111111111111111000000000000000
8430053	15.951386600	1.17	11111111111111111000000000000000
7115661	0.566800926	2.19	11111111111111111000000000000000
2853889	24.187647700	118.80	11111111111111111000000000000000
12458605	7.785911100	0.68	11111111111111111000000000000000
4845862	2.449266550	0.76	11111011101110111000000000000000
10130057	2.178128260	0.81	11111111111111111000000000000000
4953173	31.183688000	3.21	
9838608	1.332594940	0.89	11111111111111111000000000000000
4247811	2.050483770	0.66	11111111111111111000000000000000
6543645	1.195506180	0.78	11111111111111111000000000000000
5352640	2.942423230	1.42	00011111111111111000000000000000
8738244	0.683082998	9.92	11111111111111111000000000000000
4157052	0.791771167	82.71	01111111111111111000000000000000
10006641	0.894172544	0.68	11111111111111111000000000000000
10815916	1.682076240	1.01	11111101110111011000000000000000
3547760	9.848091700	0.88	11111111111111111000000000000000
7281484	0.566800593	0.48	11111111111111111000000000000000
4848115	0.969602551	0.69	11111011101110111000000000000000
4048898	13.091487800	0.79	11111111111111111000000000000000
5991765	9.258012940	1.73	11111111111111111000000000000000
3962872	25.955404400	1.46	11111011101110111000000000000000
11912911	3.747882080	0.94	11111111111111111000000000000000
7045435	0.934792550	24.75	11111111111111111000000000000000
2972800	361.436530000	1.56	
8573168	0.896282530	0.76	11111111111111111000000000000000
10801249	1.674956220	0.77	11111111111111111000000000000000
4587135	54.081223500	1.54	11111111111111111000000000000000
3857860	8.234407200	1.49	11111011101110111000000000000000
5024252	2.150523320	1.17	11111011101110111000000000000000
7430876	32.612238100	31.96	00000111111111111000000000000000
4843592	0.967073359	28.15	11111011101110111000000000000000
9602775	3.556427900	0.80	11111101110111011000000000000000
8955709	0.942997994	1.56	11101110111011101000000000000000
7031430	0.566796775	0.61	11111111111111111000000000000000
7133294	13.647121100	1.25	11111111111111111000000000000000
4381429	16.473474000	1.63	01111011101110111000000000000000
11912916	3.747883220	1.32	11111111111111111000000000000000
12108293	0.705455349	0.64	11111111111111111000000000000000
5301093	488.673530000	2.03	00011111111111111000000000000000
5511659	8.529122300	2.08	11110111011101110000000000000000
9640946	1.089060570	0.75	11111111111111111000000000000000
9776186	1.489221870	2.50	00000111101111000000000000000000
9752973	0.716709761	1.42	11111111111111111000000000000000
8044600	4.108381200	1.62	00000100010001000000000000000000
10220837	1.962282625	0.81	11111101110111011000000000000000
10991239	0.523629052	46.33	
7583650	6.454684500	1.38	11111111111111111000000000000000
9345819	1.045886350	1.10	01111111111111111000000000000000
9180566	51.313460910		
3867794	0.494247662	1.51	00011011101110111000000000000000
5819801	11.829938300	1.60	11111111111111111000000000000000
11092040	419.928980000	1.51	
4851145	1.235214580	0.93	11111011101110111000000000000000
10292540	1.085229874	1.37	00011101110111011000000000000000
3732894	1.540379557	0.81	11111111111111111000000000000000
6276791	5.301797860	1.22	11111111111111111000000000000000
6278762	3.600117120	0.50	11111111111111111000000000000000
6276791	9.328679520	1.62	11111111111111111000000000000000
8636600	6.386712060	1.19	11111111111111111000000000000000
10220950	158.348345000	372.86	11111101110111011000000000000000
10140122	0.849362238	0.85	00011111111111111000000000000000
5033823	0.741768294	72.36	11111111111111111000000000000000
10342316	0.933769620	16.30	11111111111111111000000000000000
5305399	322.483810000	3.50	11111111111111111000000000000000
3223433	61.083322000	1.61	11111111111111111000000000000000
8803757	3.594489100	0.98	11111111111111111000000000000000
12021811	0.739404894	0.94	11111111111111111000000000000000
9479306	4.860805900	1.21	00011101110111011000000000000000
5437762	4.044811590	0.67	11111111111111111000000000000000
3962684	25.949641315	2.06	11111011101110111000000000000000
4730442	1.710512150	1.04	11111111111111111000000000000000
9447166	62.869463000	1.96	11111111111111111000000000000000
9643043	84.806281800	36.51	01111111111111111000000000000000
8151055	29.963281600	2.24	00011111111111111000000000000000
7177555	17.996437160	30.08	00011111111111111000000000000000
3348082	11.634860090	2.61	11111111111111111000000000000000
4996057	4.830236400	1.06	11111111111111111000000000000000
8349399	56.446465000	1.57	11111111111111111000000000000000
6043562	31.420211100	1.45	01111111111111111000000000000000
10615440	10.811831700	1.24	11111101110111011000000000000000
4919550	5.566766090	1.12	11111111111111111000000000000000
5802292	1.208528832	1.25	00011011101110111000000000000000
5126932	208.187117850	1.99	11111111111111111000000000000000
10034146	0.931985040	17.72	11111101110111011000000000000000
4175105	0.608185080	96.03	11111011101110111000000000000000
5645170	5.386137150	0.86	11111111111111111000000000000000
8216763	13.296504400	0.88	11111111111111111000000000000000
9110610	21.842030400	2.01	11111111111111111000000000000000
2437897	1.653201440	0.74	11111111111111111000000000000000
9307966	3.374875410	0.75	11111111111111111000000000000000
5556726	0.962825082	5.18	11111111111111111000000000000000
2554853	309.494217000	2.79	
5208962	0.876850385	1.35	11111111111111111000000000000000
7889486	24.238251900	2.19	01111111111111111000000000000000
7889486	24.241610300	1.61	01111111111111111000000000000000
4742188	413.518560000	1.96	11111111111111111000000000000000
8301878	20.710636800	1.12	11111111111111111000000000000000
8233802	69.378859700	2.07	11111111111111111000000000000000
7510820	29.349385200	2.02	11111111111111111000000000000000
10221505	3.436331330	1.44	11111101110111011000000000000000
6116035	449.572740000	3.08	
8958359	245.059374000	1.63	
11658036	142.703888000	1.95	11111111111111111000000000000000
8397947	3.380805370	1.69	00011111111111111000000000000000
6665860	10.471619400	1.74	11111111111111111000000000000000
7983117	11.495002290	1.53	11111111111111111000000000000000
5480884	0.708726708	0.92	01111111111111111000000000000000
12506417	283.726750000	1.18	
10187563	373.606830000	2.50	11111111111111111000000000000000
5769810	6.787881130	2.44	11110111011101110000000000000000
12071754	5.474551670	1.40	11111111111111111000000000000000
10384298	3.438610670	1.01	11111111111111111000000000000000
3109550	4.875476500	0.80	11111111111111111000000000000000
5544450	4.293888080	1.68	11111011101110111000000000000000
9307105	13.543788400	32.21	11111111111111111000000000000000
6880517	65.649100100	2.52	00011111111111111000000000000000
6615511	25.159338900	1.76	00011111111111111000000000000000
6131130	10.507178100	1.41	01111111111111111000000000000000
3632089	31.778756400	1.50	11111111111111111000000000000000
4742452	5.439803300	1.00	00011111111111111000000000000000
9959494	1.332568744	0.58	11111111111111111000000000000000
8397947	9.019471400	1.07	
7906892	8.849394800	0.82	11111111111111111000000000000000
4277304	51.567801000	1.30	01111011101110111000000000000000
8626325	16.449151500	2.75	10101010101010101000000000000000
3098605	0.428046051	0.87	11111111111111111000000000000000
11456405	0.814278961	0.76	11111111111111111000000000000000
8320630	19.254536000	1.32	11111111111111111000000000000000
4544684	2.189075100	0.87	11111111111111111000000000000000
9005321	384.696100000	1.78	
8975368	2.426498620	0.75	11111111111111111000000000000000
9291039	8.808541830	2.69	11111111111111111000000000000000
5168498	219.747350000	3.24	11110111011101110000000000000000
10489539	19.763987400	1.19	11111101110111011000000000000000
9569711	6.059198810	1.21	11111111111111111000000000000000
12314973	7.514396700	0.96	11111111111111111000000000000000
3348082	33.198176100	3.21	11111111111111111000000000000000
3632089	5.327841570	0.86	11111111111111111000000000000000
5563300	71.054575550	5.91	11111111111111111000000000000000
12253769	20.551272200	1.64	11111111111111111000000000000000
12735830	31.827649000	4.98	11111111111111111000000000000000
8054719	7.586158700	1.07	11111111111111111000000000000000
6592335	0.824000125	0.42	11111111111111111000000000000000
5651829	0.772152075	4.44	11111111111111111000000000000000
4762283	42.049523793	1.19	11111011101110111000000000000000
9094763	1.084698710	1.11	00011111111111111000000000000000
3849187	6.601800030	1.25	11111111111111111000000000000000
2976017	3.199380750	0.62	11111111111111111000000000000000
6786224	3.041851570	0.71	11111111111111111000000000000000
10338279	5.660274452	11.02	11111111111111111000000000000000
4851239	1.235124290	0.38	11111011101110111000000000000000
5009688	1.381257093	1.10	11111111111111111000000000000000
11072016	1.898731950	0.93	11111110111011101000000000000000
3245969	11.391109630	1.90	
10057494	2.418101580	0.85	11111111111111111000000000000000
7902003	7.130441170	1.18	11111111111111111000000000000000
6587796	33.420300100	2.46	11110111011101110000000000000000
9489953	58.343736200	93.55	11111111111111111000000000000000
5305240	1.070982122	0.98	11111111111111111000000000000000
11905409	18.093900400	1.91	11111110111011101000000000000000
9571186	34.952425600	21.74	11111111111111111000000000000000
9838060	23.815783560	8.40	00001101111111111000000000000000
8554701	31.174831100	1.31	11111111111111111000000000000000
5389632	0.474811162	1.28	00011111111111111000000000000000
9031209	47.056847600	2.84	11111111111111111000000000000000
5951416	367.732990000	2.10	
5612697	15.151640900	1.38	11111111111111111000000000000000
8973285	7.421344400	1.73	
4645833	0.743495989	11.82	11111111111111111000000000000000
8940918	1.405887031	0.95	11111111111111111000000000000000
3758922	17.741230300	1.14	11111011101110111000000000000000
8360041	2.635276770	0.76	11111111111111111000000000000000
9827596	1.457289970	0.93	11111111111111111000000000000000
9782748	147.388124000	3.03	00011101110111011000000000000000
2860656	4.114973570	1.17	00011111111111111000000000000000
6206559	1.245331397	1.61	11111111111111111000000000000000
5024429	1.525937370	1.39	00011011101110111000000000000000
9532117	8.214299320	1.66	11111111111111111000000000000000
6928906	1.549454860	1.34	11110111011101110000000000000000
9821151	8.429439910	1.19	11111111111111111000000000000000
8073705	10.600520830	1.09	11111111111111111000000000000000
8330548	0.957070100		
4271474	21.863463800	2.37	11111011101110111000000000000000
5130983	86.439293100	35.31	11111111111111111000000000000000
11497958	63.335471900	1.18	11111110111011101000000000000000
11093538	14.778209110	44.48	00010011001100110000000000000000
11044779	15.608629480	39.42	00011101110111011000000000000000
6438379	389.141150000	1.67	
9145415	365.788630000	2.21	
4545926	2.482661900	0.80	11111111111111111000000000000000
9396760	2.178119080	0.80	11111111111111111000000000000000
5119619	1.112057870	1.02	11111111111111111000000000000000
9582496	224.447413000	2.05	
7094944	7.501974300	1.19	11111111111111111000000000000000
3343281	21.866092200	1.88	11111111111111111000000000000000
2573108	5.095060000	2.14	11111111111111111000000000000000
6425597	29.120651900	1.60	01110111011101110000000000000000
9885417	0.689967868	0.78	11111111111111111000000000000000
3336476	1.891322920	0.90	11111111111111111000000000000000
10917433	6.912615360	0.64	11111111111111111000000000000000
5091479	25.861605800	1.12	11111111111111111000000000000000
9083564	0.918420801	1.14	10101010101010101000000000000000
7335713	0.573709256	7.05	11111111111111111000000000000000
8331612	13.835395900	3.78	00001111111101011000000000000000
8874090	18.906092100	0.87	11111111111111111000000000000000
8331612	25.697068800	3.83	00001111111101011000000000000000
5185765	46.943491100	1.57	11111111111111111000000000000000
5965819	19.590610300	2.64	11111111111111111000000000000000
5965819	8.239830410	2.35	11111111111111111000000000000000
8328916	6.078550000	1.14	
11294883	427.653340000	1.97	
3832474	412.041857000	3.77	
10155029	2.131660527	0.56	11111101110111011000000000000000
11618569	5.759021820	0.91	11111111111111111000000000000000
11973517	0.903763067	1.08	
5471566	0.962834800	0.81	11111111111111111000000000000000
7345248	5.664944480	0.78	11111111111111111000000000000000
5814013	1.570172490	0.82	00011111111111111000000000000000
7117355	0.566798364	0.66	11111111111111111000000000000000
5653072	3.224526560	24.48	11111111111111111000000000000000
2707985	1.891274380	2.03	11111111111111111000000000000000
9899141	1.332569440	0.46	11111111111111111000000000000000
8183288	66.650452100	1.56	11111111111111111000000000000000
11305996	55.700264200	1.18	11111111111111111000000000000000
5965819	3.545530770	1.62	11111111111111111000000000000000
6690171	85.062415700	21.26	00011111111111111000000000000000
6859801	10.882416555	29.69	00011111111111111000000000000000
7767733	25.198304390	46.14	00011111111111111000000000000000
5193659	14.319641700	2.06	11111011101110111000000000000000
5201593	0.507276750	1.70	11111011101110111000000000000000
6220312	5.273626800	0.89	11111111111111111000000000000000
6358937	24.504110300	1.03	11111111111111111000000000000000
9007609	1.316398648	1.09	11111111111111111000000000000000
11038580	419.459600000	2.10	
7771181	9.972020230	1.26	00011111111111111000000000000000
9509223	14.200500700	13.28	11111111111111111000000000000000
6720773	1.318347743	1.23	11111111111111111000000000000000
8056651	5.583498700	1.41	11111111111111111000000000000000
4665991	1.124010840	0.61	11111011101110111000000000000000
10191036	1.213746520	0.59	11111111111111111000000000000000
8280511	5.249704320	0.67	11111111111111111000000000000000
10420301	45.433376900	2.23	01111101110111011000000000000000
4366323	40.351170700	1.88	11111111111111111000000000000000
2853029	72.933276200	2.45	11111111111111111000000000000000
12156174	56.674666600	4.01	10011001100110011000000000000000
4634135	63.900594100	25.91	11110111011101110000000000000000
6955671	12.687817600	2.16	00011111111111111000000000000000
5097856	483.364050000	1.27	11111111111111111000000000000000
4736644	16.295125900	1.15	11111111111111111000000000000000
5876805	18.173045009	24.39	00011111111111111000000000000000
5818068	14.126780650	31.13	00011111111111111000000000000000
10139390	358.564620000	0.99	
8278073	12.072975700	1.69	11111111111111111000000000000000
5273713	1.337561836	1.11	11111111111111111000000000000000
3526331	2.237556410	0.93	01111111111111111000000000000000
10810859	82.401274000	2.21	00011101110111011000000000000000
7017274	11.912566750	2.61	11111111111111111000000000000000
6767227	4.081977130	0.60	11111111111111111000000000000000
11496490	1.035268597	1.34	
1430305	359.325900000	3.60	
7117549	0.566805268	0.65	11111111111111111000000000000000
2986833	0.912179022	0.65	11111111111111111000000000000000
12055539	12.270570430	1.67	11111111111111111000000000000000
12056139	13.227475300	1.94	11111111111111111000000000000000
11853130	76.879358930	7.71	11111110111011101000000000000000
4774646	0.559517155	1.04	11111111111111111000000000000000
9345933	13.015182600	1.36	11111111111111111000000000000000
10030778	29.473162790	48.98	00011101110111011000000000000000
7870282	0.580725004	0.85	11111111111111111000000000000000
11153259	1.944686590	69.59	
9021075	7.281166670	1.40	00011111111111111000000000000000
5783938	383.100170000	2.18	
11338056	2.879983340	0.85	11111110111011101000000000000000
3445812	0.605556082	0.86	11111111111111111000000000000000
4473613	4.361258890	1.20	11111011101110111000000000000000
10676750	21.086785570	2.08	11111101110111011000000000000000
8960918	1.190873620	0.73	11111111111111111000000000000000
4647662	1.064846220	0.72	11111111111111111000000000000000
9822284	0.969824139	0.49	11111111111111111000000000000000
8940700	190.605630000	1.60	
9581589	5.192065710	0.99	11111111111111111000000000000000
11804437	449.014990000	1.04	
9850966	8.480305000	1.33	11111101110111011000000000000000
8747009	410.116760000	1.41	
8826007	54.509154900	1.94	11111111111111111000000000000000
8280511	17.453294500	0.76	11111111111111111000000000000000
8620402	14.195962100	1.66	11111111111111111000000000000000
8379021	11.524828740	22.56	01111111111111111000000000000000
8104030	46.840085790	428.62	11111111111111111000000000000000
4813793	6.702427860	1.82	11110111011101110000000000000000
5282477	0.992798625	29.26	00011011101110111000000000000000
7266212	7.795340330	1.07	11111111111111111000000000000000
6681546	186.722430000	1.84	
6421137	118.403900000	3.46	
9893278	182.281992000	1.67	
9419020	2.401749960	0.65	01111101110111011000000000000000
4548162	10.010287600	0.69	
4270799	115.238544000	3.17	11111011101110111000000000000000
8811490	21.743414100	2.23	01010101010101010000000000000000
7293937	1.366964704	0.79	11111111111111111000000000000000
8043721	0.779579130	0.71	01111111111111111000000000000000
7985733	0.544561598	44.90	11111111111111111000000000000000
8094120	5.679537700	1.16	11111111111111111000000000000000
6522824	17.445313300	5.38	00011111111111111000000000000000
6802536	2.978870200		
4750341	1.975154570	0.92	11111011101110111000000000000000
9935642	9.339555960	2.67	11111111111111111000000000000000
6612327	21.993112000	23.21	11111111111111111000000000000000
7285757	19.548966600	1.89	11111111111111111000000000000000
7285757	7.418345690	1.12	11111111111111111000000000000000
5211922	27.685335800	3.11	11111111111111111000000000000000
5280587	35.622552800	2.24	11111011101110111000000000000000
8129005	7.140311300	1.18	11111111111111111000000000000000
4840156	2.694870410	0.97	11111011101110111000000000000000
4138008	112.303136000	1.30	11111111111111111000000000000000
4262040	92.461135000	2.86	11111111111111111000000000000000
6468904	49.538726400	20.52	11111111111111111000000000000000
5709906	3.391559660	0.49	11111111111111111000000000000000
4840672	9.229472600	0.82	11111011101110111000000000000000
9777556	1.332548970	32.84	00000100010000000000000000000000
7287677	18.372183500	1.12	11111111111111111000000000000000
10753922	18.226047200	1.85	11111101110111011000000000000000
5980061	0.630539713	21.07	11111111111111111000000000000000
7692248	17.995625290	28.98	11111111111111000000000000000
4059887	1.018347376	1.92	11111111111111111000000000000000
8288741	0.659299289	30.54	
6852354	101.974351250		
6691169	63.095068000	11.67	00011111111111111000000000000000
5816811	4.455409350		
5303346	37.324839520	30.32	11111111111111111000000000000000
3858879	25.951984000	36.80	11111011101110111000000000000000
8280511	21.720336200	0.80	11111111111111111000000000000000
3120904	42.913663500	3.19	11111111111111111000000000000000
3342467	88.180468200	2.78	11111111111111111000000000000000
11757451	177.668663000	2.32	11111111111111111000000000000000
2711597	0.980416850	0.75	11111111111111111000000000000000
8047428	92.263742000	2.22	11111111111111111000000000000000
11513486	6.647544780	1.72	01111111111111111000000000000000
4851283	1.235175880	1.59	00000000001110111000000000000000
6520519	1.976500730	0.97	11111111111111111000000000000000
9459162	3.798927740	1.46	11111111111111111000000000000000
5024138	0.416995408	0.84	11111011101110111000000000000000
9969287	14.740106100	1.48	11111101110111011000000000000000
9086001	256.523870000	1.33	
4927734	3.000119100	0.73	11111011101110111000000000000000
11189311	81.416013800	4.63	11111111111111111000000000000000
10747501	4.730901300	1.39	01111101110111011000000000000000
10586744	21.376181700	1.08	11111110111011101000000000000000
11970050	6.587536990	1.51	11111111111111111000000000000000
10031918	8.590047100	0.80	11111101110111011000000000000000
5276332	357.825440000	1.70	11111111111111111000000000000000
3544640	30.827824500	2.42	00011111111111111000000000000000
10653179	47.160793200	2.58	11111110111011101000000000000000
12066569	49.276844800	1.75	11111111111111111000000000000000
6497146	35.233069400	0.97	11111111111111111000000000000000
8625813	45.396537900	1.97	00011111111111111000000000000000
4651399	508.807642000	39.59	01111111111111111000000000000000
5308296	36.721576000	1.93	00011111111111111000000000000000
9953575	362.694270000	3.54	
7887890	370.356390000	2.82	
3122872	96.816470000	3.19	11111111111111111000000000000000
4544628	0.729724346	0.51	11111111111111111000000000000000
9702945	3.514137230	0.69	11111111111111111000000000000000
11401253	4.965049810	1.51	11111111111111111000000000000000
7052511	0.821472455	0.92	10011001100110011000000000000000
4764774	1.290195860	0.78	11111011101110111000000000000000
10549902	1.141148847	1.67	11111101110111011000000000000000
12416597	12.460565000	1.10	11111111111111111000000000000000
11135694	19.594577200	1.18	11111111111111111000000000000000
9910828	8.480320790	0.95	11111101110111011000000000000000
10065053	409.878440000	2.72	
11867608	227.625800000	1.79	
8016691	18.137378800	1.41	00011111111111111000000000000000
6584273	51.110479700	1.60	11110111011101110000000000000000
5768816	47.986911900	3.35	11110111011101110000000000000000
3644071	359.047933000	7.76	11111111111111111000000000000000
5360974	29.804269400	24.73	00011111111111111000000000000000
10291589	7.087574620	1.28	11111101110111011000000000000000
10118266	3.743180050	1.75	11111111111111111000000000000000
5695615	5.416930300	8.17	11111111111111111000000000000000
4670267	1.003049079	42.50	11111011101110111000000000000000
7435780	0.933157032	7.29	11111111111111111000000000000000
8938937	37.108345800	1.71	11111111111111111000000000000000
5651846	31.192022600	1.65	11111111111111111000000000000000
10556180	1.021047190	13.68	11111101110111011000000000000000
12401132	7.630545000	2.26	00000000010000000000000000000000
12401132	12.083457000	2.09	
8308070	401.590700000	1.01	
6424561	6.671672300	1.27	11110111011101110000000000000000
6956136	53.912783631	4.25	11111111111111111000000000000000
10661917	1.231423950	0.77	11111111111111111000000000000000
10000162	409.386450000	1.78	
7799701	386.828262000	6.54	11111111111111111000000000000000
6233483	15.873380300	8.15	11111111111111111000000000000000
5392871	42.399175200	3.23	11111111111111111000000000000000
3858851	25.951988230	39.94	00011011101110111000000000000000
3858917	25.952240100	42.91	11111011101110111000000000000000
4466356	14.128098960	1.60	11111111111111111000000000000000
7949593	17.766293800	1.54	11111111111111111000000000000000
9474232	13.691783300	1.12	11111111111111111000000000000000
3859151	25.956330000	9.75	11111011101110111000000000000000
7098255	11.567225890	1.29	11110111011101110000000000000000
11456279	0.572937573	1.57	
4670361	631.568890000	3.13	11111011101110111000000000000000
5398002	14.158498230	90.09	11111111111111111000000000000000
6680911	207.471349000	1.57	
10356124	12.374824700	81.01	11111101110111011000000000000000
10584140	4.317242470	1.01	10011001100110011000000000000000
8233326	3.740991440	1.85	11111111111111111000000000000000
4940203	302.779824000	1.31	11111011101110111000000000000000
6286161	14.541781166	2722.92	00000001111111111000000000000000
5385471	12.426117700	3.80	11111111111111111000000000000000
6368175	21.187618500	0.79	11111111111111111000000000000000
5471158	12.425604040	2.52	01111111111111111000000000000000
4847843	30.960468800	89.18	11111011101110111000000000000000
5120225	1.041619932	30.94	11111111111111111000000000000000
9656543	2.544594443	109.72	00000100010001000000000000000000
10751515	56.406510430	21.93	00011101110111011000000000000000
3348093	7.964400574	61.54	00000000011111111000000000000000
6182846	6.399101307	51.77	11110111011101110000000000000000
4939346	34.916839900	2.39	01111011101110111000000000000000
6442602	0.566782280	0.88	00011111111111111000000000000000
9851126	8.480303653	22.25	11111101110111011000000000000000
6268648	94.094392000	0.90	11110111011101110000000000000000
11455428	22.127088500	3.94	11111111111111111000000000000000
10484409	10.678478700	1.12	11111101110111011000000000000000
10935993	25.373654300	1.88	11111101110111011000000000000000
5257082	10.085353110	1.45	11110111011101110000000000000000
5796185	42.559265547	51.86	00011111111111111000000000000000
8628665	10.285637300	1.24	11111111111111111000000000000000
3945802	24.215799600	1.58	00011111111111111000000000000000
6265665	44.201840200	1.14	11110111011101110000000000000000
5881307	393.956080000	2.27	00011111111111111000000000000000
4645174	15.033062300	2.18	11111111111111111000000000000000
4645174	34.749603800	3.51	11111111111111111000000000000000
8719419	12.625309180	87.20	11111111111111111000000000000000
9028474	124.935767380	49.34	11111111111111111000000000000000
4349442	12.720298433	1.37	11111111111111111000000000000000
6124137	227.834570000	2.83	11111111111111111000000000000000
3644542	119.679803160	193.91	11111111111111111000000000000000
6182849	6.399107136	59.15	11110111011101110000000000000000
9851142	8.480304281	65.00	11111101110111011000000000000000
3442054	117.681377800	45.43	11111111111111111000000000000000
4079530	17.727226480	35.18	00000000001110111000000000000000
6445531	1.710249310	1.20	00011111111111111000000000000000
10677186	100.401327340	26.00	00011101110111011000000000000000
9025914	11.320287875	59.23	00000000011111111000000000000000
9366988	1.219034103	40.46	00000001111111111000000000000000
11657614	24.352541000	1.52	11111111111111111000000000000000
11657614	5.942286030	1.23	11111111111111111000000000000000
5687986	382.303060000	4.05	11110111011101110000000000000000
11125797	58.126377500	1.32	11111110111011101000000000000000
9785921	26.757586600	2.28	00011101110111011000000000000000
3102000	57.059999200	22.31	11111111111111111000000000000000
6599975	14.556561800	1.08	11111111111111111000000000000000
8266276	0.837898153	1.26	00110011001100110000000000000000
5887316	0.603086711	36.00	11111011101110111000000000000000
4282191	41.708406300	2.19	11111011101110111000000000000000
3559860	33.025717900	2.21	01111011101110111000000000000000
10651945	25.366990665	56.02	01101110111011101000000000000000
7117003	428.321739280	49.76	11111111111111111000000000000000
3240159	82.137609997	197.85	11111111111111111000000000000000
6147851	3.060260140	0.83	11111111111111111000000000000000
9658118	24.061274400	83.77	00000000011010000000000000000000
7132542	66.360999160	61.42	11111111111111111000000000000000
8589754	8.939461148	153.32	00000001111111111000000000000000
3757590	135.586076790	89.83	11111011101110111000000000000000
2437149	18.798621950	55.07	00000111101100000000000000000000
9715925	6.308285380	29.34	00000111111101000000000000000000
9529733	4.809126670	44.30	00000000010000000000000000000000
9613070	2.332115050	140.22	00000000010000000000000000000000
9967771	0.538354070	1.67	11111101110111011000000000000000
10845188	249.362118320	48.69	11111111111111111000000000000000
6543893	3.806758780	2.75	00011111111111111000000000000000
5709103	0.664727127	0.46	11111111111111111000000000000000
6705026	9.508487100	1.65	11111111111111111000000000000000
6705026	34.108656200	1.95	11111111111111111000000000000000
6779726	47.056332700	2.57	00011111111111111000000000000000
3098843	179.850223310		
5553959	10.010031200	0.99	11111111111111111000000000000000
7288306	96.169569000	2.07	11111111111111111000000000000000
5887393	1.550903740	1.11	11111011101110111000000000000000
5384713	12.671436920	0.76	11111111111111111000000000000000
5384713	60.326688240	4.98	11111111111111111000000000000000
5384713	2.635954350	0.50	11111111111111111000000000000000
11860395	82.303914000	4.47	11111111111111111000000000000000
5456023	131.978277360	147.83	11111011101110111000000000000000
6187888	0.789171236	0.69	11110111011101110000000000000000
9529744	17.934660600	2.80	11111111111111111000000000000000
12021387	241.070745820	76.53	11111111111111111000000000000000
8044608	106.175938130	54.91	11111111111111111000000000000000
8760135	184.646720800	72.80	01111111111111111000000000000000
4073707	6.282033445	144.85	00011011101110111000000000000000
5730394	5.519188936	43.06	00000001111111111000000000000000
6451368	5.336057400	1.52	11111111111111111000000000000000
6956216	4.818863794	51.32	00000000011111111000000000000000
6137704	178.268020350	34.07	11111111111111111000000000000000
10275074	2.181555909	91.30	00000000010000000000000000000000
9110346	0.895276162	172.25	00111111111111111000000000000000
10259301	244.832749730	38.30	11111111111111111000000000000000
2995392	30.454441800	2.60	11111111111111111000000000000000
3120308	10.265589240	1.65	11111111111111111000000000000000
9991621	18.925733300	16.74	11111111111111111000000000000000
8078502	37.886297700	2.09	01111111111111111000000000000000
8644365	10.548413290	3.89	11111111111111111000000000000000
5888187	133.634820700	1.89	11111011101110111000000000000000
2852528	11.961543300	2.24	00011111111111111000000000000000
3348216	32.510844000	2.62	11111111111111111000000000000000
7032421	0.566833990		11111111111111111000000000000000
10798838	62.127677128	38.61	11111111111111111000000000000000
8560940	31.973064900	1.09	11111111111111111000000000000000
10793576	10.907529770	1.58	00000100010000011000000000000000
10292238	143.118869400	53.30	11111101110111011000000000000000
8733497	76.819854650	46.61	11111111111111111000000000000000
4255422	165.405749950	112.86	11111111111111111000000000000000
9837544	71.661915163	55.04	00011111111111111000000000000000
7877824	9.449426850	68.38	00011111111111111000000000000000
6469946	0.715802309	25.52	01111111111111111000000000000000
6947164	70.582847170	50.88	11111111111111111000000000000000
6233903	2.995357359	112.12	00000001111111111000000000000000
7212066	3.840485025	39.38	00011111111111111000000000000000
7212066	1.920271880		
7047922	10.522637400	1.08	11111111111111111000000000000000
6675060	10.443341795	44.35	00000000011111111000000000000000
5716508	4.753078770	505.94	00000011100000000000000000000000
10518735	19.515013291	53.03	00000000011111111000000000000000
6975129	1.772451066	1.02	11111111111111111000000000000000
8644365	19.915886300	1.41	11111111111111111000000000000000
9489947	54.061328105	88.28	11100111111111111000000000000000
6960487	34.525990182	54.35	00011111111111111000000000000000
5894182	494.485085000	5.03	11111111111111111000000000000000
6309264	14.282141700	1.08	11111111111111111000000000000000
7021177	18.645328820	61.81	01111111111111111000000000000000
7122259	20.882125422	66.27	00011111111111111000000000000000
6947668	14.054571800	1.45	00011111111111111000000000000000
6364582	30.860978300	1.08	01110111011101110000000000000000
