kepid	koi_period	koi_prad	koi_quarters
8042453	11.173920770	1.64	11111111111111111000000000000000
10874215	31.032599100	2.64	11111101110111011000000000000000
6666233	0.512407185	1.03	11111111111111111000000000000000
7661065	4.150297119	3.03	11111111111111111000000000000000
3937519	5.896619660	1.28	11111111111111111000000000000000
8866137	33.417817300	3.13	11111111111111111000000000000000
10857519	2.053341891	1.44	11111111111111111000000000000000
9517393	56.776983100	3.21	11111111111111111000000000000000
9351316	18.784292320	2.14	11111111111111111000000000000000
6021193	3.614602790	1.14	11110111011101110000000000000000
10617017	13.151402230	1.87	11111101110111011000000000000000
3229150	18.508452600	29.33	11111111111111111000000000000000
7989422	7.477638330	2.05	11111111111111111000000000000000
9641481	42.191833100	2.35	11111111111111111000000000000000
8892157	3.730900260	1.48	11111111111111111000000000000000
8892157	86.130534000	1.47	
11569782	2.787874175	2.33	11111111111111111000000000000000
4833421	37.996236900	2.39	11111111111111111000000000000000
11520459	8.463543840	2.51	00011111111111111000000000000000
7219825	17.232328940	2.79	11111111111111111000000000000000
3749978	28.505721700	2.55	01111111111111111000000000000000
10010440	53.599145900	2.49	11111111111111111000000000000000
11718144	16.458186100	1.82	11111111111111111000000000000000
4247991	191.864192960		
4247991	13.725496890		
10026544	176.331289000	2.38	
9473078	0.693842661	0.83	11111111111111111000000000000000
10864531	83.488740500	2.95	11111111111111111000000000000000
10864531	34.060767700	2.96	11111111111111111000000000000000
2853780	6.214149600	4.27	11111111111111111000000000000000
9472000	31.588897900	2.59	11111111111111111000000000000000
10253547	59.980986800	2.81	11111111111111111000000000000000
10253547	25.745795700	1.73	11111111111111111000000000000000
12505076	11.929793480	2.43	01111111111111111000000000000000
6185476	17.657378380	2.45	11110111011101110000000000000000
12116380	4.339456900	2.11	11111111111111111000000000000000
2556650	2.852348262	1.66	11111111111111111000000000000000
10600955	65.648089200	3.93	11111111111111111000000000000000
10801100	102.653705000	39.16	11111111111111111000000000000000
4473226	14.833409440	2.54	01100000001110111000000000000000
8914779	0.987338654	0.98	11111111111111111000000000000000
2854181	101.132347500	3.87	11111111111111111000000000000000
8963721	1.811460943	2.83	11111111111111111000000000000000
10132832	16.076731480	2.14	11111111111111111000000000000000
3219995	18.870587050	2.67	11111111111111111000000000000000
6062929	22.133422400	1.76	11111111111111111000000000000000
7504778	17.136940800	2.05	11111111111111111000000000000000
7219825	26.695194400	1.40	11111111111111111000000000000000
7097965	7.720850470	2.53	11110111011101110000000000000000
4249725	6.312508525	2.00	11111111111111111000000000000000
3967326	4.195773850	3.02	00011011101110111000000000000000
6768394	7.132947200	1.64	11111111111111111000000000000000
6768394	8.919012280	1.84	11111111111111111000000000000000
5211199	4.562040700	2.82	11111111111111111000000000000000
8804455	7.596699800	1.32	11111111111111111000000000000000
8804455	2.392630668	1.33	11111111111111111000000000000000
5546761	17.670029100	2.89	11111011101110111000000000000000
5546761	15.408773830		
9205938	108.593113000	1.68	11111111111111111000000000000000
10723367	19.986591600	4.22	11111111111111111000000000000000
10723367	12.125806440	2.50	11111111111111111000000000000000
5005121	76.421501000	2.81	11111111111111111000000000000000
4833421	56.259088100	2.22	11111111111111111000000000000000
8229458	1.646801683	0.86	11111111111111111000000000000000
10684670	3.788618330	1.23	11111101110111011000000000000000
11495458	10.458398650	1.25	11111110111011101000000000000000
9003401	21.103301400	1.56	11111111111111111000000000000000
5978559	95.611461700	2.37	11111111111111111000000000000000
8872048	58.355125520		
7746958	1.204686597	1.55	11111111111111111000000000000000
6768394	11.898494800	1.69	11111111111111111000000000000000
6922710	23.127417100	1.44	11111111111111111000000000000000
11348997	5.132486123	1.69	00011111111111111000000000000000
5705819	8.779973490	2.12	11111111111111111000000000000000
6696580	57.689621200	5.14	00011111111111111000000000000000
11358389	10.664895140	1.76	11111111111111111000000000000000
7204981	5.123320400	1.65	11111111111111111000000000000000
3847907	3.573202801	5.81	11111111111111111000000000000000
4370527	61.617452800	3.36	11111011101110111000000000000000
6041734	24.339820200	5.09	00011111111111111000000000000000
5125347	7.165204280	2.31	11111111111111111000000000000000
9336200	1.755843555	1.94	11111111111111111000000000000000
4770617	5.185600810	2.34	11111111111111111000000000000000
4454934	33.469857100	2.45	11111111111111111000000000000000
9458343	11.895204360	1.33	11111111111111111000000000000000
7120108	1.025857984	1.57	11111111111111111000000000000000
10730703	5.600133270	1.73	11111111111111111000000000000000
8007644	25.203412800	2.42	11111111111111111000000000000000
11192235	1.615357809	1.37	11111111111111111000000000000000
6383785	5.640676975	4.59	11111111111111111000000000000000
6696580	25.563862600	4.00	00011111111111111000000000000000
6525946	6.783413250	20.75	00011111111111111000000000000000
4249725	12.794547400	1.60	11111111111111111000000000000000
8505920	42.426964700	3.44	11111111111111111000000000000000
7918992	1.434745129	1.50	11111111111111111000000000000000
6041734	6.957870000	1.39	
11308499	3.281920560	1.60	11111111111111111000000000000000
11308499	12.516105490	1.87	11111111111111111000000000000000
9006186	5.452987420	0.92	11111111111111111000000000000000
9006186	3.266627330	0.68	11111111111111111000000000000000
7802719	4.457432670	0.79	11111111111111111000000000000000
11030475	2.818147150	1.30	11111111111111111000000000000000
11030475	9.490763800	1.05	
11030475	0.761962470	1.08	11111111111111111000000000000000
5023956	1.824649000	5.31	11111011101110111000000000000000
12401863	2.832647249	1.37	11111111111111111000000000000000
5534941	3.700632510	1.24	11111111111111111000000000000000
11121752	3.930839970	1.20	11111111111111111000000000000000
11121752	7.630081960	1.39	11111111111111111000000000000000
2990873	16.223784790	1.51	11111111111111111000000000000000
9307509	9.762932840	1.94	11111111111111111000000000000000
10158729	58.601926000	2.06	11111101110111011000000000000000
6105462	25.082340200	2.26	11110111011101110000000000000000
3120355	78.099890800	3.37	11111111111111111000000000000000
6047072	4.271037270	1.22	11111111111111111000000000000000
9006186	4.272264210	0.64	11111111111111111000000000000000
9006186	2.192519030	0.37	11111111111111111000000000000000
11410904	3.532324290	1.43	11111111111111111000000000000000
5021737	15.039463260	12.36	11111011101110111000000000000000
3862246	4.702495974	37.24	11111011101110111000000000000000
4173026	10.440873980	3.41	11111011101110111000000000000000
10471621	39.755764200	13.72	11111111111111111000000000000000
10471621	10.271275270	0.94	11111111111111111000000000000000
5350244	12.572289700	1.09	11111111111111111000000000000000
5374403	40.836630700	1.50	11111011101110111000000000000000
10925113	11.776107300	1.31	00011111111111111000000000000000
11769801	29.712318100	46.43	11111111111111111000000000000000
11752906	20.618034800	1.57	11111110111011101000000000000000
1995519	19.940121100	2.42	11111111111111111000000000000000
4914566	22.242003200	2.04	11111111111111111000000000000000
6198182	3.881483850	0.59	11111111111111111000000000000000
10024051	0.577369336	1.42	11111101110111011000000000000000
8676038	186.654354830		
4349452	12.720370263	4.75	11111111111111111000000000000000
8676038	86.593222940		
8073806	11.964073990	3.21	11100000000111111000000000000000
10419312	2.493237866	9.48	11111101110111011000000000000000
3234598	12.904675230	1.49	11111111111111111000000000000000
10453588	68.886101700	1.47	11111111111111111000000000000000
11125613	9.991152410	1.68	11111110111011101000000000000000
8074328	4.267961416	1.42	11111111111111111000000000000000
7212184	36.292017000	3.10	11111111111111111000000000000000
6956014	0.925589891	50.60	11111111111111111000000000000000
9757613	17.251213970	2.64	11111111111111111000000000000000
5307858	1.867281146	31.18	00011111111111111000000000000000
6605493	9.309918340	1.21	11111111111111111000000000000000
4670217	18.120938800	1.68	00011011101110111000000000000000
7259298	3.239417750	0.77	11111111111111111000000000000000
9574179	3.988649990	1.15	11111111111111111000000000000000
6211812	2.524017517	1.50	01111111111111111000000000000000
11391755	25.112336200	2.22	01100000000011101000000000000000
11391755	2.121023807	5.75	
9088780	33.180894530		
8894646	3.555579220	0.84	11111111111111111000000000000000
3234598	31.201220200	1.47	11111111111111111000000000000000
8611832	22.596825600	1.30	11111111111111111000000000000000
8611832	45.348638100	1.61	11111111111111111000000000000000
5621586	5.254195890	2.12	00011111111111111000000000000000
9210387	5.906089020	1.77	11111111111111111000000000000000
11852982	13.815044490	1.91	11111110111011101000000000000000
8559152	12.412851800	1.50	11111111111111111000000000000000
2718778	3.924530090	1.82	00011111111111111000000000000000
3122913	11.606530610	1.88	11111111111111111000000000000000
9229657	2.668312740	1.48	11111111111111111000000000000000
10415227	2.932250900	1.33	11111101110111011000000000000000
5175024	23.477255300	1.34	11111111111111111000000000000000
9026749	66.557672800	4.96	11111111111111111000000000000000
12216278	2.019486070	2.15	00011111111111111000000000000000
9159242	3.044682290	0.86	11111111111111111000000000000000
12061096	15.050283130	2.46	11111111111111111000000000000000
5794240	2.455240626	10.60	11111111111111111000000000000000
6933567	9.082334110	1.35	11111111111111111000000000000000
9993529	0.790539912	1.24	11111111111111111000000000000000
11303815	1.705782214	1.82	11111111111111111000000000000000
6044553	0.532086296	16.99	11111111111111111000000000000000
9654468	47.705256600	2.89	00001110010111111000000000000000
4349452	6.238535444	2.53	11111111111111111000000000000000
10027247	86.829519000	1.68	11111101110111011000000000000000
6343170	9.956670350	3.41	11100000000101110000000000000000
7107802	10.417287220	1.64	11111111111111111000000000000000
11752632	0.984941669	1.49	11111110111011101000000000000000
10028535	0.663085361	1.60	11111101110111011000000000000000
7047207	19.118742500	2.33	11111111111111111000000000000000
5212220	1.087491010	4.91	11111111111111111000000000000000
9964748	1.183818383	0.91	11111101110111011000000000000000
9842937	4.988450990	1.33	11111101110111011000000000000000
9757613	3.543919702	1.21	11111111111111111000000000000000
8247770	8.281570720	1.37	11111111111111111000000000000000
6867588	0.826284420	0.96	11111111111111111000000000000000
7501646	6.377052950	2.15	00011111111111111000000000000000
11962284	8.839294620	1.94	11111111111111111000000000000000
2573056	0.631795416	1.88	11111111111111111000000000000000
6842682	7.561261520	1.20	11110111011101110000000000000000
8890150	34.989784700	1.14	11111111111111111000000000000000
8890150	7.054294830	1.00	11111111111111111000000000000000
8838950	2.270501060	0.55	11111111111111111000000000000000
11360805	26.783893500	1.59	11111111111111111000000000000000
9845898	45.126216000	2.32	11111101110111011000000000000000
12453581	11.940191010	1.86	11111111111111111000000000000000
11922678	3.512956740	1.10	11111111111111111000000000000000
11179076	48.431300300	2.78	11111110111011101000000000000000
5364071	7.203855862	2.25	11111111111111111000000000000000
5959719	6.738087010	0.73	11111111111111111000000000000000
5544903	7.575714140	2.45	01100000000110111000000000000000
5542983	4.768876710	2.11	11111011101110111000000000000000
8256453	1.347512632	23.45	00011111111111111000000000000000
9474493	0.512581697	1.32	11111111111111111000000000000000
4551663	12.077608840	1.03	11111111111111111000000000000000
12257999	18.555815650	20.83	11111111111111111000000000000000
6922203	13.330948690	25.95	11111111111111111000000000000000
11752908	6.383157440	2.35	00011110111011101000000000000000
7021681	27.521947720	2.47	11111111111111111000000000000000
4346178	16.128967900	2.94	11111111111111111000000000000000
9664142	13.563115700	1.75	11111101110111011000000000000000
10018233	16.295991600	1.83	11111111111111111000000000000000
8081899	4.160566580	0.70	11111111111111111000000000000000
10189557	2.931017710	1.15	11111111111111111000000000000000
8478994	39.792200770	1.90	11111111111111111000000000000000
9965184	16.227675600	2.11	00011101110111011000000000000000
9911882	1.595630597	17.94	11111101110111011000000000000000
8631504	14.820059600	0.96	11111111111111111000000000000000
8110767	20.490410000	2.34	00011111111111111000000000000000
5471574	0.962827066	29.27	11111111111111111000000000000000
6767840	8.679037000	1.79	11111111111111111000000000000000
8379705	11.129697100	1.93	11111111111111111000000000000000
9896018	2.729603600	1.53	11111111111111111000000000000000
11037511	3.116041940	1.59	01111111111111111000000000000000
9757613	46.827677250	2.13	11111111111111111000000000000000
11818872	12.737237100	0.87	11111111111111111000000000000000
11771430	40.030626700	2.01	11111111111111111000000000000000
5513012	0.679336747	1.40	11110111011101110000000000000000
11761199	213.610320700	46.07	11111111111111111000000000000000
8074805	170.865849200	24.40	11111111111111111000000000000000
2437505	21.476427270	59.50	00000111100111111000000000000000
2437505	17.550974200	5.97	
11253827	88.512201400	4.70	11111111111111111000000000000000
3533469	10.215075060	1.50	00011111111111111000000000000000
8956706	8.380697300	1.91	
7047363	31.057294700	1.85	11111111111111111000000000000000
11968463	15.162228700	3.12	00011111111111111000000000000000
11968463	10.043783510	2.94	00011111111111111000000000000000
8836888	7.103979250	1.51	11111111111111111000000000000000
9880190	4.551398800	1.13	11111111111111111000000000000000
5364071	10.912740650	2.13	11111111111111111000000000000000
5392702	12.214154500	18.13	11111111111111111000000000000000
8429566	3.732261000	1.09	11111111111111111000000000000000
10387742	3.032671350	0.60	11111111111111111000000000000000
7673841	5.341824660	0.95	11111111111111111000000000000000
9827149	2.131945045	1.66	00011111111111111000000000000000
5546691	12.946256700	1.13	11111011101110111000000000000000
12156347	5.779571330	1.50	11111111111111111000000000000000
8636539	6.773678920	1.33	11111111111111111000000000000000
9283156	5.224024360	0.58	11111111111111111000000000000000
8547429	11.660166700	2.08	11111111111111111000000000000000
8803882	89.465468000	2.57	11111111111111111000000000000000
9893318	18.016122700	2.39	11100000000111111000000000000000
6864885	40.877760500	29.55	01111111111111111000000000000000
5097868	6.802434310	2.60	11111111111111111000000000000000
8570333	84.573334600	2.59	11111111111111111000000000000000
8478994	21.301818630	0.72	11111111111111111000000000000000
5036705	4.147890510	1.93	11111111111111111000000000000000
9574158	15.921081380	3.14	11111111111111111000000000000000
9653622	19.005409800	28.47	11111111111111111000000000000000
4391348	1.964331130	1.33	00011111111111111000000000000000
7294743	2.810432280	1.43	11111111111111111000000000000000
8947520	0.968527683	1.21	11111111111111111000000000000000
10468885	0.664074145	1.19	11111111111111111000000000000000
12016267	11.748990700	1.01	
6765135	175.603366000	2.87	11111111111111111000000000000000
3861595	3.849371737	12.94	11111011101110111000000000000000
5725087	0.366197145	51.34	11111111111111111000000000000000
10489206	4.164384505	2.54	11111101110111011000000000000000
3426367	2.104335340	0.79	11111111111111111000000000000000
5562090	28.843175100	2.66	01111111111111111000000000000000
11548140	1.378649746	6.51	11111110111011101000000000000000
12110786	1.112207126	0.73	11111111111111111000000000000000
5342061	64.034363000	3.47	11110111011101110000000000000000
3654095	1.303576682	1.51	11111011101110111000000000000000
5078939	1.958577398	1.80	01110111011101110000000000000000
6867555	5.191036990	1.92	00011111111111111000000000000000
5339567	4.866385040	1.32	11110111011101110000000000000000
4459924	4.791769930	0.81	11111111111111111000000000000000
11080405	25.193398900	1.95	01111111111111111000000000000000
5529738	0.759762021	24.20	11111111111111111000000000000000
4047631	4.790912471	2.25	11111111111111111000000000000000
10059645	6.494414640	1.75	11111111111111111000000000000000
5364071	2.576571021	1.57	11111111111111111000000000000000
7183745	28.475000600	2.64	00011111111111111000000000000000
8212002	14.796630600	0.98	11111111111111111000000000000000
8004903	11.254018710	2.42	11100000000111111000000000000000
8883329	9.182442990	1.24	11111111111111111000000000000000
8883329	14.613478100	1.12	11111111111111111000000000000000
3644653	119.682075000	30.39	11111111111111111000000000000000
11253827	42.992328400	3.32	11111111111111111000000000000000
5514383	6.883412780	2.63	11110111011101110000000000000000
10747445	4.593595496	44.14	00000001110111011000000000000000
8022489	197.511148400	9.52	11111111111111111000000000000000
8022489	11.172672300	1.50	11111111111111111000000000000000
8022489	2.535732840	1.36	11111111111111111000000000000000
9209624	6.791646560	1.01	11111111111111111000000000000000
9209624	11.837693300	1.00	11111111111111111000000000000000
3354846	18.552516200	2.53	01111011101110111000000000000000
6516185	47.365932800	11.97	00011111111111111000000000000000
8478994	13.366930900	0.27	
3946023	1.045492348	0.83	11111111111111111000000000000000
7183745	4.866340940	1.94	00011111111111111000000000000000
9177629	5.604023070	1.25	11111111111111111000000000000000
7778767	13.031358300	2.88	00011111111111111000000000000000
7515762	40.990500200	2.41	11111111111111111000000000000000
5942949	57.293230900	1.95	11110111011101110000000000000000
12120307	8.005047490	1.52	11111111111111111000000000000000
12120307	12.130704140	1.61	11111111111111111000000000000000
12120307	5.613576530	1.41	11111111111111111000000000000000
7446631	29.225437200	1.35	11111111111111111000000000000000
9777251	1.332550870	1.19	00011111111111111000000000000000
6864893	40.879224300	1.62	11111111111111111000000000000000
11701407	18.826287700	2.34	00011110111011101000000000000000
5906426	13.903405700	1.55	11111111111111111000000000000000
11288051	3.410459810	1.06	11111110111011101000000000000000
10813132	4.767027590	1.19	11111101110111011000000000000000
5857540	13.628010480	3.28	00010111011101110000000000000000
12208631	53.358044400	3.41	00011111111111111000000000000000
7289317	16.832031750	1.86	11111111111111111000000000000000
6500206	13.374995530	2.01	11110111011101110000000000000000
5545815	4.353701360	1.33	11111011101110111000000000000000
3116302	134.966940000	0.87	
7879433	1.385787741	0.55	11111111111111111000000000000000
9205907	12.022953620	3.28	11111111111111111000000000000000
8463346	16.797162620	2.75	11111111111111111000000000000000
5364071	18.596115180	1.53	11111111111111111000000000000000
10489206	5.774403260	0.80	11111101110111011000000000000000
7531677	2.622134451	1.64	11111111111111111000000000000000
10068659	11.476852630	1.58	11111111111111111000000000000000
2443393	73.711039000	1.77	11111111111111111000000000000000
9019191	14.433483260	16.25	11111111111111111000000000000000
9718379	40.008889400	20.75	11111111111111111000000000000000
3002478	6.357053140	1.59	11111011101110111000000000000000
4055774	6.587388390	1.35	01111111111111111000000000000000
6670075	0.759706632	1.38	11110111011101110000000000000000
9395024	4.370332330	1.56	11111111111111111000000000000000
8631751	1.530515205	0.84	11111111111111111000000000000000
11401822	1.080702940	1.04	01111111111111111000000000000000
6507427	4.742545180	1.77	11111111111111111000000000000000
5521300	18.135599790	24.49	11111111111111111000000000000000
8478994	51.206903030		
9753154	3.704290150	1.45	11111111111111111000000000000000
9011825	37.333116500	2.50	11101110111111111000000000000000
4172746	17.699739200	1.96	00011011101110111000000000000000
5174858	7.970971900	2.27	11111111111111111000000000000000
11074835	6.033555390	3.34	11111110111011101000000000000000
1996180	3.025584940	1.62	11111111111111111000000000000000
10407221	0.933746783	1.30	01111111111111111000000000000000
5991936	6.097403160	45.49	11111111111111111000000000000000
5095635	0.754457729	2.07	11111111111111111000000000000000
6269070	2.761223700	1.84	11110111011101110000000000000000
6705137	5.597276250	1.26	11111111111111111000000000000000
12254688	62.682576900	39.80	11111111111111111000000000000000
8345172	50.571580500	2.74	11111111111111111000000000000000
4172013	16.270720700	28.42	11111011101110111000000000000000
12254378	2.032319072	1.87	11111111111111111000000000000000
4247791	4.100870416	82.46	11111111111111111000000000000000
7604328	4.354073710	1.63	11111111111111111000000000000000
11236244	11.322697490	1.51	11111110111011101000000000000000
9837685	13.712185220	2.47	00011111111111111000000000000000
5042210	12.146846250	1.75	11111111111111111000000000000000
12454461	7.467189580	1.04	11111111111111111000000000000000
1996180	5.422042570	1.39	11111111111111111000000000000000
9635606	48.888266800	2.96	11111111111111111000000000000000
3728701	51.131934600	2.43	11111111111111111000000000000000
10861715	133.516435000	2.01	
1849702	39.831253600	1.46	11111111111111111000000000000000
9390653	9.549277089	1.57	11111111111111111000000000000000
2305866	24.107317200	2.74	11111111111111111000000000000000
11187837	17.604614010	2.64	11111111111111111000000000000000
8885673	1.228721184	1.62	11111111111111111000000000000000
9712350	51.573865300	2.41	11111111111111111000000000000000
8025596	4.695055760	1.49	11111111111111111000000000000000
5956787	0.569115976	1.80	10000000000111111000000000000000
3642741	7.258450123	5.53	11111111111111111000000000000000
12071037	6.095984100	0.99	11111111111111111000000000000000
8494617	22.922118100	1.33	11111111111111111000000000000000
10289119	16.104745030	3.21	11111101110111011000000000000000
7382313	7.426973780	1.40	11111111111111111000000000000000
9887224	0.874629873	0.72	11111111111111111000000000000000
7542369	5.460918460	1.25	11111111111111111000000000000000
8544992	3.173230120	0.88	11111111111111111000000000000000
8544992	13.297069500	0.91	11111111111111111000000000000000
11295426	5.398752862	2.21	11111111111111111000000000000000
7289162	5.266481260	1.07	11111111111111111000000000000000
3001885	2.675968080	1.57	00011011101110111000000000000000
12306058	7.416830330	3.36	11111111111111111000000000000000
6183511	0.727331746	0.67	11110111011101110000000000000000
12469800	1.302017467	1.37	11111111111111111000000000000000
4915638	8.630500920	1.43	01111111111111111000000000000000
6351097	12.491173880	1.36	11111111111111111000000000000000
8081905	3.276457230	1.71	00011111111111111000000000000000
11465950	16.057329100	2.27	11111111111111111000000000000000
9996632	8.443265570	1.97	00011111111111111000000000000000
4665571	4.603002560	1.32	11111011101110111000000000000000
4829935	16.932928400	2.46	11111111111111111000000000000000
9269042	12.000896670	1.47	11111111111111111000000000000000
6199056	1.169010526	91.91	11111111111111111000000000000000
11461433	1.916940872	0.89	11111111111111111000000000000000
11818607	5.056613020	1.15	11111111111111111000000000000000
8380709	24.334493900	1.74	11111111111111111000000000000000
6149910	131.187921000	2.34	11111111111111111000000000000000
9108085	2.174898060	1.08	11111111111111111000000000000000
5436013	25.885939700	1.66	11111111111111111000000000000000
8676148	28.625350200	2.38	01111111111111111000000000000000
9696358	6.981413270	1.42	11111111111111111000000000000000
5039129	1.319677953	1.13	11111111111111111000000000000000
4484336	8.943377240	1.48	11111011101110111000000000000000
9580167	0.827151296	19.10	00011111111111111000000000000000
9757613	12.282998287	2.83	11111111111111111000000000000000
10527135	0.328686504	1.11	11111111111111111000000000000000
11752906	6.383159135	2.73	11111110111011101000000000000000
10916600	5.576547820	0.92	11111111111111111000000000000000
8429314	115.686339200	3.52	00011111111111111000000000000000
9153570	3.813714230	1.37	11111111111111111000000000000000
11768142	38.097071700	1.58	11111111111111111000000000000000
7984574	11.619170700	2.21	11111111111111111000000000000000
9592579	2.637574744	9.16	11111111111111111000000000000000
10336951	38.229203700	1.51	11111111111111111000000000000000
8481129	16.301272700	1.54	11111111111111111000000000000000
2142522	13.323540780	1.32	11111111111111111000000000000000
9395719	2.607545159	2.07	11111111111111111000000000000000
8753896	3.244175410	1.84	00011111111111111000000000000000
8240617	176.845697000	42.05	
8746295	6.855672480	1.27	11111111111111111000000000000000
10090257	2.286072820	1.01	11111101110111011000000000000000
11295426	9.605059760	0.91	11111111111111111000000000000000
10679583	3.547899280	0.99	11111101110111011000000000000000
11622985	18.024348200	1.98	11111111111111111000000000000000
11361283	16.479322900	1.53	11111111111111111000000000000000
8757824	3.656909090	1.32	11111111111111111000000000000000
9832208	88.071276900	2.40	11111111111111111000000000000000
6124512	8.383957960	3.24	11111111111111111000000000000000
10070468	1.681890510	1.27	11111111111111111000000000000000
10031656	8.590003550	1.82	11111101110111011000000000000000
7584650	44.997760400	1.59	11111111111111111000000000000000
11337566	7.128151630	1.36	11111110111011101000000000000000
6364215	2.100816290	1.65	01111111111111111000000000000000
10202759	0.872952088	25.50	11111111111111111000000000000000
5007345	7.010742950	3.76	11111111111111111000000000000000
12120484	17.292263100	2.13	11111111111111111000000000000000
6429812	94.289223000	2.11	11111111111111111000000000000000
6846911	14.026346920	2.66	11111111111111111000000000000000
5385439	12.425866431	2.12	11111111111111111000000000000000
5963582	25.543370400	2.11	11111111111111111000000000000000
4476423	33.854258600	15.96	
11403389	45.090920100	2.44	11111111111111111000000000000000
9851662	15.053988600	1.44	11111101110111011000000000000000
6467363	3.679368630	0.92	11111111111111111000000000000000
6467363	7.446463500	0.77	11111111111111111000000000000000
8758204	159.388788000	2.73	11111111111111111000000000000000
8733898	1.565412613	1.73	00000010000111111000000000000000
8733898	5.148923460	1.72	00000010000111111000000000000000
3228945	0.730943372	1.37	00011111111111111000000000000000
7008149	0.515552803	13.96	00011111111111111000000000000000
10332213	2.522590567	25.82	11111111111111111000000000000000
7090524	6.739682890	1.48	11111111111111111000000000000000
11133306	41.745988550	2.40	11111111111111111000000000000000
6307063	75.378004000	3.82	11111111111111111000000000000000
5871985	213.258526000	2.72	11111111111111111000000000000000
8292840	100.283067500	2.51	11111111111111111000000000000000
9730163	4.871223664	1.56	00000101100111011000000000000000
9730163	2.984157711	0.92	00000101100111011000000000000000
11453592	2.886762400	1.24	00000111100111111000000000000000
3834322	0.498434645	1.08	11111111111111111000000000000000
10073672	2.252976718	1.19	00011111111111111000000000000000
11188249	2.755054670	1.74	01111111111111111000000000000000
4677282	1.572181216	77.12	11111111111111111000000000000000
5097470	1.288058340	1.08	11111111111111111000000000000000
4858610	2.722882460	1.06	11111111111111111000000000000000
10591855	1.574090323	0.93	11111111111111111000000000000000
4832175	0.947738312	0.88	00011111111111111000000000000000
7749773	13.787262700	1.55	11111111111111111000000000000000
9451706	14.435945900	1.46	11111111111111111000000000000000
10064256	5.959586370	1.02	11111111111111111000000000000000
6842807	16.614622100	1.49	11110111011101110000000000000000
4381282	0.497581917	0.76	11111011101110111000000000000000
9815053	5.838929930	1.19	11111111111111111000000000000000
7609553	2.279523364	0.87	11111111111111111000000000000000
10122538	12.285471800	2.21	00000001000111111000000000000000
10122538	5.536093680	2.20	00000001000111111000000000000000
9697131	3.097568970	1.75	11111111111111111000000000000000
5480640	58.033742600	3.21	11111111111111111000000000000000
5480640	14.425263500	1.68	11111111111111111000000000000000
5480640	26.675781800	2.69	11111111111111111000000000000000
5175986	0.868386354	1.52	01111111111111111000000000000000
9008737	11.828884300	1.18	
9008737	14.751203400	1.63	
9692128	1.480323978	1.46	11111111111111111000000000000000
10917043	205.385912000	2.11	11111111111111111000000000000000
6521045	6.887070730	1.30	11111111111111111000000000000000
8167959	165.755970000	15049.80	
4075015	1.114312050	1.07	11111011101110111000000000000000
6697605	3.420646890	2.27	00011111111111111000000000000000
6697605	1.239357450	1.50	00011111111111111000000000000000
6294819	0.675650404	1.36	00011111111111111000000000000000
12602314	1.407020118	1.12	11111111111111111000000000000000
5787131	24.435995600	2.31	00011111111111111000000000000000
3230753	17.733735600	1.24	11111111111111111000000000000000
8358012	10.064786270	1.49	11111111111111111000000000000000
4664046	1.129765970	0.83	11111011101110111000000000000000
11401755	16.231917040	3.54	11111111111111111000000000000000
4180401	15.412676600	2.82	00011011101110111000000000000000
6350476	1.110599919	1.07	11111111111111111000000000000000
8292840	21.869657140	1.51	11111111111111111000000000000000
5272233	9.024364140	1.62	11111111111111111000000000000000
5272233	17.340873500	1.43	11111111111111111000000000000000
11456382	0.814280672	1.91	11111111111111111000000000000000
3130548	0.878855771	1.57	11111011101110111000000000000000
9593757	2.494321760	8.91	00000100000111111000000000000000
6346809	17.577045690	27.21	11110111011101110000000000000000
4275117	1.006527850	1.03	11111011101110111000000000000000
6545051	1.995662930	1.11	11111111111111111000000000000000
5513866	0.755111225	1.38	11110111011101110000000000000000
4547603	1.400755743	1.30	11111111111111111000000000000000
5688910	25.873091400	2.88	11100000000101110000000000000000
6345732	20.264202300	2.12	11110111011101110000000000000000
5716763	1.281328310	4.52	11111011101110111000000000000000
6345732	7.441361020	1.33	11110111011101110000000000000000
8611257	99.253233600	2.17	11111111111111111000000000000000
3861611	3.849334010	2.12	00011011101110111000000000000000
12416987	119.083304200	22.19	11111111111111111000000000000000
8259713	27.881315400	1.54	11111111111111111000000000000000
10880507	6.480213800	1.26	11111101110111011000000000000000
11098013	7.507900410	1.77	11111101110111011000000000000000
5443604	21.391012500	1.72	11111111111111111000000000000000
12206313	14.383226700	1.84	11111111111111111000000000000000
12206313	47.318663100	2.10	11111111111111111000000000000000
9837661	11.128274270	4.04	00000100010111111000000000000000
7769819	2.215712960	1.70	00011111111111111000000000000000
11874577	34.458549500	1.88	11111111111111111000000000000000
12164564	3.351840410	1.88	01111111111111111000000000000000
8190354	1.615758517	1.31	11111111111111111000000000000000
3425851	110.378382800	3.02	11111111111111111000000000000000
10397751	3.446212500	0.70	11111111111111111000000000000000
10397751	2.005414293	0.65	11111111111111111000000000000000
10397751	4.288867920	0.57	11111111111111111000000000000000
7815931	1.868564038	1.40	11111111111111111000000000000000
6679295	24.575252400	1.64	00011111111111111000000000000000
9642292	15.140891600	1.93	00011111111111111000000000000000
6356692	11.391695310	1.02	11111111111111111000000000000000
6026737	10.174703700	1.04	11110111011101110000000000000000
4991208	2.443585430	0.67	11110111011101110000000000000000
8243283	1.759269100	1.21	00011111111111111000000000000000
